studid,classid,schoolid,date,academic,FinalProfitRounded,delta,beta,delta_now,pb,beta_0,dictator,dictator_schoolmate,dictator_difference,risk,publicgood,trust,trust_return,comp,SPiecerate,STournament,ST_SP,STournamentChoosed,SPiecerateChoosed,RankP,RankT,froze,time_delta_now,time_delta,time_beta,time_risk,time_dictator,time_dictator_schoolmate,time_trust,time_trust_return,time_publicgood,time_comp,time_beta_0,time_pb,time_dictator_difference,time_total,math,read,female,male,age,gpa_m,gpa_i,chsup_d1,chsup_d2,chsup_d0,pared_d1,pared_d2,pared_d3,pared_d0,fjob1,fjob2,fjob3,fjob4,fjob5,fjob6,fjob7,fjob8,fjob9,books1,books2,books3,books4,books5,books6,books7,books8,grade_math,grade_hun,grade_lit,grade_math_m,grade_hun_m,grade_lit_m
73,34,6,190411_1002,academic track,1000,.89285713,.91803282,.81967211,1,.081967175,40,10,30,56,100,100,100,0,5,3,-2,,4,4,4,0,25,19,44,73,31,18,46,85,78,76,44,44,49,708,-.62853384,1.741928,female,female,221,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,0,0,0
74,18,3,200224_1326,academic track,1300,.71942449,1.0530303,.75757575,0,.053030252,5,0,5,64,50,70,50,1,3,7,4,9,,4,2,1,24,33,57,54,20,17,35,110,89,79,57,57,37,702,-.97883797,-.81463742,male,male,205,0,4.8000002,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,5,0,0,0
75,7,2,200303_1004,academic track,2000,.97087377,1,.97087377,0,0,0,0,0,49,100,0,0,0,10,8,-2,,9,4,4,0,25,22,47,76,41,24,119,148,62,76,47,47,65,770,.774459,.87575614,female,female,189,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
76,50,9,191025_1101,academic track,1300,.80000001,1.0245901,.81967211,0,.024590135,12.5,12.5,0,29,80,50,50,1,5,2,-3,9,,2,3,0,54,29,83,92,25,20,38,102,94,66,83,83,45,790,-.13942009,-.53388155,male,male,207,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,0,0,0
77,20,3,200224_0748,academic track,1300,.5780347,1.2097902,.69930071,0,.20979023,50,50,0,21,50,40,45.817463,1,7,7,0,8,,2,2,0,31,26,57,58,41,17,39,99,73,26,57,57,58,633,-.85480887,.15324384,female,female,184,0,4.5999999,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,4,0,0,0
78,11,2,190318_0908,academic track,1000,.89285713,.70886075,.63291138,1,.29113925,5,45,-40,28,100,50,29.517197,1,7,10,3,10,,2,1,0,21,11,32,56,26,24,37,162,63,47,32,32,50,697,1.1976684,1.5446018,female,female,186,0,4.3000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,5,0,0,0
79,5,2,200303_0850,academic track,1500,.89285713,1.0275229,.91743118,0,.027522922,0,0,0,86,100,100,100,1,9,12,3,10,,2,2,0,7,7,14,29,17,9,7,25,37,28,14,14,26,430,1.1976684,1.5446018,female,female,198,0,4.3000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,5,0,0,0
80,8,2,200302_1001,academic track,1000,.97087377,1,.97087377,0,0,0,0,0,50,50,50,40,0,16,12,-4,,13,1,3,0,5,13,18,27,45,23,32,70,23,56,18,18,68,532,.83914036,.66811901,male,male,191,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
81,12,2,190318_1206,academic track,1500,.97087377,1,.97087377,0,0,50,50,0,20,100,100,37,1,5,9,4,8,,3,2,0,19,15,34,51,27,23,42,106,48,88,34,34,50,670,.83914036,.66811901,male,male,179,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0
82,8,2,200302_1001,academic track,1500,.97087377,1,.97087377,0,0,50,0,50,99,100,100,35.000004,0,12,11,-1,,11,4,4,0,17,15,32,35,30,23,38,103,52,34,32,32,53,583,2.1460001,2.0232694,female,female,190,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
83,12,2,190318_1206,academic track,1500,.97087377,1,.97087377,0,0,50,50,0,,100,100,50,0,9,12,3,,11,2,2,0,21,29,50,37,38,96,35,99,75,49,50,50,134,735,2.1460001,2.0232694,female,female,178,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
84,38,6,190411_1405,academic track,1100,.89285713,.89600003,.80000001,1,.10399997,99.949997,50,49.949997,40,100,100,5,1,13,13,0,13,,1,1,0,28,27,55,55,29,16,34,102,69,42,55,55,45,639,.93394029,.89415336,male,male,203,0,4.3000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,4,5,0,0,0
85,22,4,191129_1101,vocational track,800,.52910054,1.3216783,.69930071,0,.32167828,50,50,0,1,50,30,50,1,5,7,2,6,,3,2,0,25,33,58,66,26,19,92,180,67,68,58,58,45,770,,,,,,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
86,8,2,200302_1001,academic track,1500,.91743118,1,.91743118,0,0,45,10,35,51,100,100,29.517197,0,16,13,-3,,12,3,4,0,7,19,26,37,28,21,27,102,19,80,26,26,49,584,2.5982172,1.8192645,female,female,200,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0
87,12,2,190318_1206,academic track,1500,.89285713,1,.89285713,0,0,37.5,25,12.5,47,100,100,54.8545,0,7,10,3,,8,3,3,0,20,38,58,69,53,29,72,147,54,113,58,58,82,835,2.5982172,1.8192645,female,female,188,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0
88,10,2,200303_1103,academic track,1000,.94339621,.76258993,.71942449,1,.23741007,25,12.5,12.5,25,20,20,21.666666,0,13,11,-2,,10,2,2,0,18,16,34,64,44,19,31,240,61,70,34,34,63,814,.94605458,.28448194,male,male,200,0,4.5999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,5,0,0,0
89,2,1,191011_0958,academic track,1100,.60606062,.93220335,.56497175,1,.067796648,50,30,20,18,30,20,16.271166,0,5,5,0,,7,2,3,0,62,78,140,95,59,22,73,163,112,90,140,140,81,1012,-.84391755,-1.0424291,male,male,204,0,4.8000002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,5,0,0,0
90,46,8,191205_1150,academic track,400,.33333334,1.4851484,.49504951,0,.48514843,0,0,0,56,55,30,48.613758,1,8,8,0,9,,3,3,0,39,23,62,57,25,17,32,93,86,57,62,62,42,678,-.40803871,.16296925,male,male,216,0,4.5999999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,4,0,0,0
91,30,5,200306_1051,academic track,500,.66666669,1.4563106,.97087377,0,.45631063,75,0,75,45,65,70,52.023811,1,4,7,3,7,,2,2,1,21,35,56,38,9,10,29,71,33,41,56,56,19,539,-.58608007,-1.2488945,male,male,195,0,4.3000002,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,4,0,0,0
92,43,7,190429_0937,vocational track,1000,.7352941,.78612721,.5780347,1,.21387279,.25,.050000001,.2,10,65,30,33.666668,1,6,8,2,10,,3,2,0,34,25,59,67,31,19,40,81,70,74,59,59,50,701,.0416217,.75236928,male,male,203,0,4.1999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,0,0,0
93,13,2,200302_0905,academic track,0,.94339621,1,.94339621,0,0,40,20,20,40,50,50,48.548943,0,14,12,-2,,19,2,2,0,14,15,29,91,32,15,23,89,50,70,29,29,47,658,2.1436663,1.1795963,male,male,185,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
94,10,2,200303_1103,academic track,800,.84033614,.92248058,.77519381,1,.077519417,10,10,0,57,60,50,22.630953,0,7,10,3,,8,4,2,0,24,44,68,69,49,23,67,158,84,73,68,68,72,827,.69355136,.32080695,female,female,199,0,4.9000001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,5,5,0,0,0
95,50,9,191025_1101,academic track,1300,.89285713,.96551722,.86206895,1,.034482777,20,50,-30,33,5,30,0,0,3,4,1,,7,3,2,0,54,66,120,87,62,28,167,251,105,117,120,120,90,1074,.17165227,-.33772713,male,male,210,0,4.1999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,5,0,0,0
96,24,4,191129_0904,vocational track,0,.49504951,1.853211,.91743118,0,.85321105,50,50,0,15,20,50,33.333336,1,2,4,2,7,,3,2,0,59,61,120,103,22,48,28,84,88,61,120,120,70,831,-1.0286275,-.72359085,female,female,191,0,3.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,0,0,0
97,22,4,191129_1101,vocational track,1000,.62111801,1.5631068,.97087377,0,.56310678,50,50,0,20,100,50,33.333336,1,3,6,3,7,,2,3,0,44,53,97,52,26,17,27,116,37,53,97,97,43,705,-2.4592936,-1.0459445,female,female,203,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,0,0,0
98,45,7,190429_1037,academic track,2800,.94339621,.89075631,.84033614,1,.10924369,.25,.25,0,99,100,30,16.666668,1,5,7,2,7,,2,2,0,38,34,72,36,31,15,43,83,54,37,72,72,46,639,.093745083,.039699208,female,female,191,0,4.6999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,5,0,0,0
99,51,9,191025_1154,academic track,0,.89285713,.5925926,.52910054,1,.4074074,50,25,25,20,50,10,16.666668,0,2,3,1,,2,3,3,0,29,28,57,128,37,7,52,136,50,49,57,57,44,767,-.90759879,-.64297277,female,female,215,0,4.4000001,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,0,0,0
100,13,2,200302_0905,academic track,1000,.97087377,1,.97087377,0,0,0,0,0,50,100,100,22.572752,1,10,15,5,12,,2,1,0,17,33,50,50,30,20,29,60,30,70,50,50,50,601,2.0638702,1.3007572,male,male,182,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
101,47,8,191205_1049,academic track,1500,,,,,,75,50,25,25,95,100,98.333336,1,5,11,6,10,,3,1,0,54,39,93,85,42,31,64,126,117,90,93,93,73,905,-.047287595,-.31897873,male,male,221,0,4.5999999,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,0,0,0
102,40,6,190411_0853,academic track,1300,.69930071,.90506327,.63291138,1,.094936728,50,50,0,17,70,50,41.078041,1,8,10,2,8,,2,2,0,37,26,63,63,45,35,45,141,59,91,63,63,80,799,.47927925,.41056424,female,female,198,0,1.7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,4,0,0,0
103,4,1,191011_1139,academic track,0,.97087377,1,.97087377,0,0,12.5,0,12.5,48,45,30,33.333336,1,3,7,4,3,,4,2,0,64,152,216,128,65,32,131,175,156,134,216,216,97,1268,-.4048155,-1.5751152,male,male,216,0,4.5999999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,4,0,0,0
104,37,6,190411_1457,academic track,200,.69930071,1.3883495,.97087377,0,.38834953,20,5,15,10,68,30,32.477512,0,2,3,1,,2,3,4,0,34,45,79,112,29,24,62,149,151,80,79,79,53,922,-.50861728,.24921185,female,female,202,0,4.6999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,5,0,0,0
105,21,3,200224_1134,academic track,0,.33333334,1,.33333334,0,0,50,25,25,1,50,30,16.666668,1,4,3,-1,4,,2,2,0,64,77,141,119,29,41,81,186,138,106,141,141,70,1078,-.33568797,-1.2855713,female,female,186,0,4.0999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,0,0,0
106,3,1,191011_1047,academic track,0,.68493152,.8439306,.5780347,1,.1560694,50,25,25,35,40,50,49.978836,1,3,3,0,3,,4,2,0,73,68,141,71,35,19,77,235,83,96,141,141,54,986,-1.4718415,-1.8378258,female,female,221,0,4.3000002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,0,0,0
107,41,7,190429_1143,academic track,1300,.97087377,1,.97087377,0,0,50,25,25,44,50,40,43.096561,1,9,10,1,11,,1,2,0,48,33,81,65,24,18,34,96,70,60,81,81,42,715,.1499804,.22296409,female,female,192,0,4.8000002,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,5,0,0,0
108,49,8,191205_1246,academic track,1200,.81967211,1,.81967211,0,0,40,10,30,32,60,40,34.453705,1,7,8,1,8,,2,1,0,25,51,76,71,52,23,85,129,94,97,76,76,75,862,.6007517,-.060252201,female,female,215,1,4.5255127,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,5,0,0,0
109,17,3,200224_1231,academic track,200,.68493152,.74111676,.5076142,1,.25888324,5,50,-45,25,85,60,50,1,7,9,2,9,,2,1,0,43,33,76,70,74,54,51,120,87,61,76,76,128,844,.84780926,-.84639221,male,male,195,0,3.9000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,0,0,0
110,17,3,200224_1231,academic track,1600,.69930071,1.2767857,.89285713,0,.27678573,50,25,25,25,50,40,45.292328,1,3,6,3,10,,3,2,0,56,60,116,84,34,48,68,200,99,78,116,116,82,962,-.92393637,-.76940691,male,male,195,0,4.3000002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.225564,4.3526883,4.5313177,1,1,1
111,53,9,191025_1305,academic track,700,.89285713,1.0873786,.97087377,0,.087378621,50,50,0,35,55,50,42.128307,0,6,8,2,,9,2,1,0,38,40,78,87,33,29,62,173,118,106,78,78,62,935,.37236565,-.14344819,male,male,181,0,4.8000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,0,0,0
112,25,4,191129_0954,academic track,0,.47619048,,,,,50,25,25,25,40,40,38.184525,0,6,3,-3,,4,4,4,0,88,67,155,69,35,26,63,234,84,108,155,155,61,1009,-.50550544,-.079234943,female,female,197,0,4.3000002,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4,0,0,0
113,1,1,191011_0834,academic track,1100,.51813471,.91904759,.47619048,1,.080952406,50,25,25,22,40,30,8.2579365,1,6,5,-1,5,,3,2,0,62,50,112,90,56,29,96,192,87,66,112,112,85,998,-1.7200105,-1.334434,female,female,207,0,4.1999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,0,0,0
114,19,3,200224_0949,academic track,1000,.46511629,1,.46511629,0,0,25,25,0,40,0,50,11.815476,1,8,6,-2,3,,2,2,0,46,31,77,60,38,47,56,109,131,54,77,77,85,795,-.67154396,-.047011465,female,female,188,0,4.1999998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,4,4,0,0,0
115,27,5,200306_0916,vocational track,1100,.89285713,1,.89285713,0,0,50,50,0,24,50,50,50,1,10,9,-1,13,,1,2,0,74,48,122,66,40,25,83,176,162,253,122,122,65,1224,,,,,,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
116,52,9,191025_1015,academic track,1000,.75757575,1.1785715,.89285713,0,.17857146,0,0,0,15,1,0,0,0,10,6,-4,,9,1,2,0,17,26,43,59,13,7,28,62,70,51,43,43,20,622,-.79557312,-.93978232,male,male,223,0,4.3000002,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,0,0,0
117,34,6,190411_1002,academic track,1000,.91743118,1,.91743118,0,0,50,50,0,50,60,50,25.906086,1,8,16,8,9,,2,1,0,32,17,49,88,15,14,60,162,105,108,49,49,29,863,.46283084,.30615944,male,male,228,0,4.1999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,0,0,0
118,9,2,190318_1102,academic track,0,.97087377,1,.97087377,0,0,50,0,50,20,0,0,30.628309,1,8,14,6,9,,3,1,0,24,24,48,60,28,15,63,105,85,50,48,48,43,699,1.1259854,-.077360108,male,male,200,1,4.5255127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.225564,4.3526883,4.5313177,1,1,1
119,26,5,200306_1002,academic track,1000,.89285713,1,.89285713,0,0,37.5,25,12.5,50,50,50,38.214947,1,6,12,6,7,,3,1,0,39,28,67,63,45,24,55,143,66,113,67,67,69,830,-.24566713,.10578728,female,female,193,1,4.5255127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0
120,9,2,190318_1102,academic track,600,.89285713,.78321677,.69930071,1,.21678323,50,25,25,60,0,100,35.833336,0,3,4,1,,6,3,4,0,75,63,138,78,94,60,127,306,214,80,138,138,154,1290,.73178244,.29830888,male,male,194,1,4.5255127,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,5,0,0,0
121,5,2,200303_0850,academic track,1000,.64935064,.79792744,.51813471,1,.20207256,75,75,0,99,90,70,52.978836,0,6,7,1,,5,4,4,0,45,31,76,43,25,11,47,200,29,65,76,76,36,753,.36880887,.94442213,female,female,204,1,4.5255127,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,4,0,0,0
122,33,6,190411_1102,academic track,5600,.71942449,1.0220588,.7352941,0,.022058845,50,25,25,22,50,20,31.95767,1,10,11,1,14,,1,1,0,31,30,61,43,18,18,43,133,68,54,61,61,36,700,-.21465984,.99281609,female,female,217,0,4.8000002,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,4,0,0,0
123,48,8,191205_0944,academic track,1000,.56497175,1.0727273,.60606062,0,.072727323,35,20,15,33,65,60,53.632278,1,2,3,1,5,,4,3,1,41,37,78,59,36,32,57,198,83,77,78,78,68,861,1.2208961,.73643315,female,female,203,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
124,31,6,190411_1408,academic track,1100,.84033614,.875,.7352941,1,.125,50,25,25,25,50,60,46.419315,0,3,4,1,,5,3,3,0,64,74,138,95,59,49,79,250,102,117,138,138,108,1122,.21999668,.45497417,female,female,214,0,4.8000002,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
125,42,7,190429_1233,vocational track,1000,.71942449,.46333331,.33333334,1,.53666669,50,50,0,30,50,70,40.152119,0,6,5,-1,,9,3,3,0,14,14,28,42,20,29,32,100,72,31,28,28,49,597,-.62242162,-1.3847028,female,female,187,1,4.5255127,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,4,0,0,0
126,4,1,191011_1139,academic track,0,.69930071,.47666666,.33333334,1,.52333331,40,20,20,30,65,40,49.523811,1,4,6,2,6,,2,2,0,31,40,71,57,24,15,40,147,81,51,71,71,39,738,-.69288224,1.2613856,male,male,212,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
127,46,8,191205_1150,academic track,1200,.48543689,.68666667,.33333334,1,.31333333,50,35,15,17,65,60,29.735449,0,8,8,0,,8,2,2,0,34,29,63,45,24,22,61,142,70,73,63,63,46,736,.093745083,1.0920651,female,female,218,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0,0,0
128,7,2,200303_1004,academic track,1200,.48543689,1.6885246,.81967211,0,.6885246,40,10,30,56,100,100,49.811905,1,11,13,2,12,,2,2,0,17,19,36,35,24,16,30,77,100,61,36,36,40,625,1.8946085,1.5720214,male,male,199,1,4.5255127,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,0,0,0
129,5,2,200303_0850,academic track,1000,.33333334,1,.33333334,0,0,22,20,2,48,50,50,44.208996,0,5,9,4,,7,2,2,0,8,16,24,41,28,15,32,113,30,74,24,24,43,598,-.46582991,.32209557,male,male,190,1,4.5255127,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,4,4,0,0,0
130,11,2,190318_0908,academic track,1000,.55248618,1.3712121,.75757575,0,.37121212,35,30,5,38,60,50,42.020172,1,3,8,5,6,,3,2,0,24,29,53,60,40,30,37,135,57,138,53,53,70,795,-.46582991,.32209557,male,male,178,1,4.5255127,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,4,4,0,0,0
131,3,1,191011_1047,academic track,0,.84033614,.97540981,.81967211,1,.024590194,25,20,5,35,40,20,43.595238,1,3,4,1,8,,3,2,0,43,29,72,82,42,21,88,166,114,58,72,72,63,869,-.8813706,-.43275771,male,male,220,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0
132,9,2,190318_1102,academic track,900,.69930071,1.0833334,.75757575,0,.083333373,25,50,-25,38,80,20,39.424603,0,7,9,2,,9,3,3,0,24,17,41,56,28,23,27,71,63,72,41,41,51,645,.55896449,.96387357,female,female,191,1,4.5255127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,5,1,1,1
133,22,4,191129_1101,vocational track,1300,.97087377,.65189874,.63291138,1,.34810126,25,25,0,30,50,50,33.333336,1,8,7,-1,8,,3,2,0,24,36,60,88,36,20,71,128,71,86,60,60,56,771,-1.4676181,-2.3223524,female,female,190,0,3.5999999,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,0,0
134,1,1,191011_0834,academic track,1200,.89285713,1.0873786,.97087377,0,.087378621,50,50,0,11,50,50,45.798943,1,8,6,-2,9,,2,2,0,46,34,80,47,21,16,29,100,45,48,80,80,37,655,-.57352144,-.036114279,female,female,203,0,4.1999998,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,4,4,0,0,0
135,11,2,190318_0908,academic track,1500,.68493152,1.1060606,.75757575,0,.10606062,25,25,0,50,50,50,35.000004,1,4,6,2,5,,3,2,0,26,23,49,66,42,14,47,132,73,94,49,49,56,740,1.7429067,.65124542,male,male,180,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
136,5,2,200303_0850,academic track,1500,.77519381,.94852942,.7352941,1,.051470578,27.450001,27.450001,0,33,50,50,33.333336,0,5,7,2,,9,3,3,0,7,6,13,41,29,5,20,65,52,40,13,13,34,520,1.7429067,.65124542,male,male,192,0,4.9000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0
137,26,5,200306_1002,academic track,1900,.52910054,.63,.33333334,1,.37,50,25,25,4,60,70,52.978836,1,9,10,1,10,,1,1,0,31,21,52,46,21,15,25,111,56,47,52,52,36,616,-.42726532,-.34991357,male,male,200,1,4.5255127,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.225564,4.3526883,4.5313177,1,1,1
138,16,3,200224_1047,academic track,1000,.62111801,1.219697,.75757575,0,.219697,50,10,40,25,15,10,26.358467,0,2,3,1,,4,1,1,0,70,51,121,88,57,24,42,562,76,28,121,121,81,1227,-1.3792646,-1.3289263,female,female,199,0,4.6999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,0,0,0
139,52,9,191025_1015,academic track,1000,.75757575,1.0819672,.81967211,0,.081967235,0,25,-25,50,100,100,70,1,3,7,4,8,,3,1,0,35,36,71,72,51,42,53,102,54,118,71,71,93,826,-.16787134,-.27445194,male,male,220,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,4,0,0,0
140,29,5,200306_1158,vocational track,1600,.7352941,1.1147541,.81967211,0,.11475408,50,25,25,36,80,60,49.248676,1,6,8,2,4,,2,2,0,43,57,100,62,47,25,76,191,69,93,100,100,72,898,-1.6775562,-1.908366,female,female,230,0,3.8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,0,0,0
141,7,2,200303_1004,academic track,1000,.5780347,.8564356,.49504951,1,.1435644,0,0,0,40,50,30,31.435186,0,9,8,-1,,11,4,4,0,18,23,41,57,42,19,89,208,46,65,41,41,61,819,.28156626,1.3244264,female,female,192,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0
142,16,3,200224_1047,academic track,1000,.33333334,,,,,52.5,50,2.5,10,50,40,49.833332,0,6,6,0,,7,2,2,0,26,36,62,59,35,21,54,121,92,104,62,62,56,809,-.17153892,-.62188148,male,male,197,0,4.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,5,0,0,0
143,18,3,200224_1326,academic track,500,.59171599,1,.59171599,0,0,50,50,0,25,49,60,33.333336,1,6,7,1,6,,3,2,1,60,42,102,72,39,49,58,110,80,132,102,102,88,899,-1.2941337,-1.3128734,female,female,214,0,4.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,0,0,0
144,48,8,191205_0944,academic track,400,.71942449,1.0530303,.75757575,0,.053030252,25,15,10,54,100,50,51.038361,1,8,6,-2,5,,4,4,1,15,72,87,49,108,14,90,183,87,102,87,87,122,945,.27689853,.66647851,female,female,210,1,4.5255127,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,1,1,1
