studid;classid;schoolid;delta;delta_now;beta;dictator;dictator_schoolmate;risk;publicgood;trust;trust_return;comp;pca_socpref_interact;pca_timepref;pca_socpref_nointeract;pca_riskpref;math;read;age;kmeans_cluster;hierarchical_cluster;gpa_i;female;pared_d3
253;16;3;0,69930071;0,89285713;1,2767857;50;50;10;50;50;31,666666;1;-0,144037922;0,293194277;0,919015021;-0,990572568;-0,17698458;0,53184193;205;1;2;4,9000001;female;0
254;5;2;0,66666669;0,69930071;1,048951;50;30;35;60;70;56,238098;0;0,492547061;-0,216877974;0,587807349;-0,441694856;0,20477061;1,2336148;194;2;1;5;male;1
255;11;2;0,69930071;0,75757575;1,0833334;50;37,5;35;50;60;52,978836;0;0,421497492;-0,083618545;0,279702175;-0,163889007;0,20477061;1,2336148;182;1;1;5;male;1
256;47;8;0,7352941;0,5780347;0,78612721;15;0;26;45;40;23,255291;1;-0,570217898;-0,553391058;-1,267771247;-0,319191429;0,66487795;0,60695237;220;4;1;4,9000001;female;1
257;7;2;0,33333334;0,33333334;1;0;0;50;0;0;33,333336;0;-1,517389299;-2,142430533;-0,715668815;-0,150373721;1,1382105;1,2820088;207;4;5;5;male;1
258;28;5;0,75757575;0,75757575;1;50;50;67;60;60;23,010582;1;-0,972096149;0,607175296;1,242418663;2,241532047;-0,42759827;-0,25101644;227;1;3;4,5255127;female;1
259;49;8;0,68493152;0,55248618;0,80662984;0;0;2;18,9;0;6,3042326;1;-1,758469039;-0,611428276;-1,026497077;-1,298832411;0,87492675;0,3204551;219;4;1;4,5;male;0
260;44;7;0,66666669;0,49504951;0,74257421;50;50;25;60;50;34;0;-0,393159143;-1,017850433;0,862897362;-0,137498951;-0,73778188;-1,4639142;203;3;3;3,9000001;male;0
261;5;2;0,75757575;0,75757575;1;50;50;41;60;50;17,978836;1;-0,921898508;0,356539563;1,19699653;0,184493159;1,3758212;0,95203835;206;1;3;4,5255127;male;0
262;49;8;0,63291138;0,80000001;1,2640001;0;5;48;30;20;47,021164;1;-0,471442664;0,099043344;-0,948703439;0,06010012;0,82813829;-0,3372584;205;4;1;4,8000002;female;1
263;39;6;0,66666669;0,80000001;1,1999999;35;25;65;100;90;50;1;1,312357033;0,100708198;-0,852390737;1,868258192;0,49172646;-1,7454906;195;5;4;4,5255127;male;1
264;45;7;0,97087377;0,97087377;1;0;50;49;25;50;33,333336;1;-1,458681;1,703948123;-0,231738299;0,60964283;2,1422217;1,3244264;201;1;3;4,9000001;male;0
265;50;9;0,89285713;0,81967211;0,91803282;50;0;40;50;50;50;1;-0,127622361;0,526159421;0,00568113;0,167868178;-0,5147301;-0,91716671;204;1;1;4,5255127;;0
266;10;2;0,7352941;0,66666669;0,9066667;50;50;10;100;90;29,517197;1;0,911694107;-1,16890622;0,605611889;-1,219251792;0,94683254;0,8476342;204;3;2;5;female;1
267;14;2;0,63291138;0,77519381;1,2248062;50;37,5;50;40;80;66,666672;1;0,375215375;-0,773636516;0,314134438;-0,023249583;1,0601919;1,4894116;189;3;3;4,8000002;male;1
269;9;2;0,86206895;0,81967211;0,95081967;25;20;30;50;10;27,329367;1;-0,917682141;0,296915597;-0,774345539;-0,489481207;1,2775759;0,59605515;187;4;1;5;male;1
270;6;2;0,84033614;0,81967211;0,97540981;37,5;40;21;0;30;28;0;-1,504682718;0,539171808;0,763126884;-0,824025163;0,46438676;1,1499501;202;1;3;4,5255127;female;1
271;1;1;0,81967211;0,7352941;0,89705884;50;0;16;70;50;83,441803;0;2,097630082;0,233213858;-0,872825837;-1,519193693;-1,56064;-1,8932503;203;2;1;3,9000001;male;0
272;38;6;0,59171599;0,56497175;0,95480222;45;25;35;90;60;50,3545;0;0,772545851;-0,934177955;-0,077608027;-0,248943974;-0,092075825;-0,39209744;201;3;1;4,5;female;0
273;53;9;0,97087377;0,66666669;0,68666667;25;15;25;100;20;33,333336;0;0,027645568;0,384301241;-1,510986731;-0,269691162;-0,45204836;-0,91880721;186;4;1;4,1999998;female;1
274;47;8;0,97087377;0,97087377;1;25;0;49;0;40;33,333336;1;-1,209654105;1,356296694;-0,641002341;0,277649319;0,2827892;-0,20449732;219;1;1;5;female;1
276;53;9;0,91743118;0,91743118;1;50;0;24;100;0;33,333336;1;-0,44851109;1,159052943;-1,053538431;-0,794795966;0,71622336;0,84388453;178;4;1;4,5255127;male;0
277;46;8;0,89285713;0,89285713;1;25;20;20;40;60;43,267197;1;0,189832856;1,088100228;-0,189946494;-0,855383338;-0,020948635;-0,049823724;217;1;3;5;female;0
278;25;4;0,75757575;0,75757575;1;37,5;25;57;100;60;31,560846;1;0,966882952;0,988947656;-0,875304359;1,947901886;-0,82402438;0,58480614;189;5;3;4,6999998;female;0
279;40;6;0,75757575;0,51813471;0,68393785;50;50;49;50;50;50,660057;1;-0,002967044;-0,203457389;1,028205343;0,885961862;-1,9397284;0,018607268;194;2;4;4,5255127;male;1
280;35;6;0,97087377;0,77519381;0,79844964;50;25;50;50;50;33,333336;1;-0,321785686;0,610681416;0,638435339;1,226641006;-0,88592756;0,083523571;222;1;3;4,5;female;1
281;46;8;0,91743118;0,91743118;1;0;0;40;50;30;33,333336;1;-0,193179936;1,282479824;-1,704305255;0,073813117;0,66965705;0,2176908;219;4;1;4,8000002;male;0
282;40;6;0,63291138;0,69930071;1,1048951;25;5;40;50;50;43,026455;1;0,237630007;-0,173775893;-1,446916723;0,283232382;0,596084;0,9830907;202;4;1;4,8000002;male;0
284;28;5;0,62111801;0,5780347;0,93063587;25;37,5;20;20;80;35,939156;1;-0,388112278;-0,545810597;0,247648819;-0,513787742;-1,1818852;-2,4082425;222;3;5;4,5255127;male;0
285;4;1;0,94339621;0,94339621;1;50;0;25;50;50;33,181217;1;-0,508182959;1,445434364;-0,176994246;-0,125639922;-0,6891039;-1,0898856;219;1;2;4,9000001;female;1
286;30;5;0,63291138;0,62111801;0,98136646;50;25;15;65;30;43,939816;1;0,078359726;-1,20885781;-0,254736952;-1,528522041;-0,73855984;-0,61274165;203;3;1;4,3000002;male;0
287;19;3;0,97087377;0,97087377;1;50;50;27;1;50;46,382275;1;-1,300156607;1,745373244;1,91193386;0,263678221;0,12352943;0,93786019;184;1;3;4,5;female;1
288;20;3;0,75757575;0,75757575;1;25;25;30;80;30;13,247355;1;-0,604530953;0,614303136;-1,319268199;0,637448791;-0,45871696;-1,4686012;182;4;1;4,5255127;male;0
289;34;6;0,89285713;0,97087377;1,0873786;50;50;75;100;50;29,517197;1;0,299550412;1,264696914;0,337526225;1,789905397;2,0540898;1,3384876;226;5;3;4,5255127;female;0
290;3;1;0,66666669;0,55248618;0,82872927;50;25;37;80;100;100;1;3,396518258;-1,175584312;0,157597078;-0,064482234;-1,0717485;-0,76682901;232;2;4;3,4000001;male;0
291;13;2;0,81967211;0,81967211;1;50;25;49;100;100;29,517197;0;0,531352516;-0,446127981;0,447963589;0,778341787;1,5685328;1,4762877;194;5;4;5;female;1
292;42;7;0,49504951;0,49504951;1;50;50;14;50;70;46,867725;0;-0,0562981;-1,477237416;1,086347325;-0,656916176;-0,86881196;-1,2176085;195;3;2;3,9000001;female;0
293;47;8;0,63291138;0,60606062;0,9575758;30;20;50;45;60;32,850533;1;-0,024075462;-0,893110047;-0,081166991;0,545582931;0,39614856;0,96352172;216;3;3;5;female;0
294;51;9;0,55248618;0,69930071;1,2657343;25;25;80;70;80;38,974869;1;0,698054013;-1,067226786;0,056997979;1,84867525;-0,33457702;-1,3313874;214;5;4;3,3;male;1
295;10;2;0,75757575;0,91743118;1,2110091;50;50;30;50;50;33,333336;1;-0,579491784;0,131941654;0,858894218;-0,78250771;1,3501482;0,56265992;200;1;1;4,5255127;female;0
296;20;3;0,89285713;0,91743118;1,0275229;50;50;48;100;100;19,181217;1;0,737552044;1,738536395;0,482807218;2,4173213;-0,084185526;-0,15645456;190;5;3;5;male;1
297;12;2;0,97087377;0,97087377;1;25;10;42;50;40;29,517197;0;-0,84585669;0,973030046;-0,390519973;0,105488676;0,7742368;2,2298524;187;1;1;5;female;1
298;8;2;0,89285713;0,89285713;1;37,5;37,5;49;45;60;30,628309;0;-0,967120375;0,233889493;1,258662806;0,135460442;0,7742368;2,2298524;199;1;2;5;female;1
299;45;7;0,69930071;0,62111801;0,88819873;50;50;41;80;70;68,328041;0;1,287124208;-0,433209137;0,41299595;-0,055464245;0,57730174;0,99105811;197;2;2;4,6999998;female;0
300;6;2;0,5780347;0,5780347;1;50;35;25;50;80;29,517197;0;0,055322442;-1,443049802;0,856123106;-0,305603363;1,063193;0,81833982;190;3;2;5;female;0
301;19;3;0,81967211;0,89285713;1,0892857;50;0;27;80;90;50;1;2,592623446;0,85172421;-1,23659583;0,497111036;-0,055067111;1,2400593;206;5;4;4,5255127;female;0
302;16;3;0,75757575;0,75757575;1;50;50;30;50;50;27,791006;0;-0,394722202;-0,132391279;0,970998377;0,396964176;-0,92371422;-0,011389522;195;1;3;4,5255127;female;0
303;33;6;0,66666669;0,49504951;0,74257421;60;50;34;60;60;39,94709;1;-0,591102051;-2,010107091;0,682679147;0,199478052;-0,33868897;0,65112859;226;3;2;4,8000002;female;1
304;15;3;0,69930071;0,66666669;0,95333332;100;50;10;50;50;33,333336;0;-0,819280083;-0,651472346;2,345940517;-0,923727183;-0,8670339;-0,5929383;203;3;2;4,5999999;female;0
305;35;6;0,77519381;0,89285713;1,1517857;50;25;42;35;80;42,722221;1;0,224313263;-0,075997628;0,910752047;0,687019628;0,28834563;0,053877998;223;2;2;4,8000002;male;0
306;36;6;0,62111801;0,62111801;1;50;50;25;50;50;45,910053;1;-0,697298531;-0,715664691;0,791860402;-0,72045587;-0,076294608;0,07660979;216;3;2;4,5;female;1
307;16;3;0,89285713;0,97087377;1,0873786;50;50;46;90;50;50;1;1,637422603;1,358146382;0,37439819;0,678339239;0,35258329;0,60730422;203;2;2;4,9000001;female;0
308;53;9;0,68493152;0,71942449;1,0503597;45;25;35;85;50;33,333336;1;0,071154342;-0,608447761;-0,069522559;0,646873192;0,3812561;0,12558995;179;3;5;4,5999999;male;0
309;42;7;0,63291138;0,77519381;1,2248062;50;25;42;50;50;49,243389;1;-0,375824857;-0,14782194;0,159114442;0,498050083;-0,81813371;-1,5242602;197;1;3;3,7;female;0
310;53;9;0,80000001;0,97087377;1,2135922;50;50;10;30;50;33,333336;0;-1,246440683;0,898197189;1,351468843;-1,106186461;-0,46638507;-0,081930347;182;1;1;4,6999998;male;1
311;11;2;0,7352941;0,75757575;1,030303;50;50;25;60;50;33,961643;1;-0,551242177;0,103467976;0,572735489;-0,252330288;1,5118526;1,5653425;188;1;1;5;female;0
312;15;3;0,75757575;0,54054052;0,71351349;50;50;93;70;50;50;1;0,293421809;-0,861908038;0,729725785;2,613951097;0,17365254;1,239005;201;5;4;4,9000001;female;0
313;6;2;0,97087377;0,89285713;0,91964287;0,25;0;50;100;20;44,582008;1;0,937293603;1,274892036;-2,396484767;0,284626529;0,19076748;-0,31522968;201;5;3;4,5;male;1
314;44;7;0,66666669;0,68493152;1,0273973;25;0;37;0,5;50;36,818783;1;-1,346416431;-0,056411493;-1,389075523;0,300052233;-0,24233313;-2,1611168;205;4;1;3,5;male;0
315;20;3;0,80000001;0,86206895;1,0775862;50;12,5;20;50;30;33,333336;0;-0,712697281;1,23284201;-0,669584551;-0,379189208;-0,5051719;-0,15282238;183;1;1;4,5255127;female;0
316;1;1;0,7352941;0,7352941;1;50;25;2;50;50;42,62434;1;0,015425455;0,012263453;0,176734374;-1,456118747;-1,8378154;-1,1083996;212;1;1;4,5;female;0
317;13;2;0,97087377;0,97087377;1;50;50;50;100;100;29,517197;0;0,325923663;0,867326034;1,102046758;0,809773992;2,3986146;1,103431;191;2;2;5;male;1
318;26;5;0,97087377;0,97087377;1;50;25;1;50;50;16,666668;0;-1,155815291;1,798463681;0,081070777;-0,812516736;-1,7722447;-1,7110404;203;1;1;4,5255127;female;0
319;13;2;0,97087377;0,97087377;1;50;50;49;80;100;50;0;0,309532567;0,870694706;1,250920713;0,519688237;1,279354;0,98109835;184;2;2;4,5255127;male;0
320;1;1;0,63291138;0,75757575;1,1969697;25;50;25;50;60;62,387569;0;0,8526057;-0,297978144;-0,122892622;-0,514584644;-0,28534329;-1,2214756;209;2;1;4,1999998;male;0
321;53;9;0,77519381;0,89285713;1,1517857;10;10;50;80;70;46,904762;1;1,342498826;0,423743645;-1,963364481;1,377489882;0,31146261;-0,38998827;178;5;1;4,5999999;male;1
322;7;2;0,33333334;0,71942449;2,1582732;50;0;49;100;100;29,517197;0;0,819219108;-1,291232699;0,125181501;0,223292633;0,95172244;0,97945786;194;3;3;5;female;1
323;12;2;0,97087377;0,97087377;1;50;0;49;100;100;5;1;0,068882552;0,891519098;-0,156512897;1,261953791;-0,25967026;-0,12411359;182;5;3;4,0999999;male;1
324;8;2;0,69930071;0,49504951;0,70792079;0;0;33;100;100;5;0;0,391121203;-2,623657494;-1,082788726;-0,175229629;-0,25967026;-0,12411359;194;3;5;4,0999999;male;1
325;32;6;0,7352941;0,80000001;1,0880001;30;20;40;40;30;45,857143;1;-0,765680637;0,418967322;-0,885250451;0,408369677;-1,4283869;-0,59129786;209;4;1;4,5;female;1
326;45;7;0,64935064;0,46511629;0,71627909;50;25;8;100;50;50,666664;0;1,058579987;-1,045603024;-0,450625944;-1,243651209;0,073406935;-0,21469143;202;3;1;3,8;female;0
327;16;3;0,89285713;0,89285713;1;25;0;20;55;40;4,9338622;1;-0,767188233;1,140951017;-1,511549278;-0,027365593;0,19243477;0,61527228;200;4;1;4,5255127;female;0
328;48;8;0,84033614;0,5780347;0,68786126;50;40;25;80;30;41,433861;1;-0,589232949;-0,219368309;0,658596578;-0,813174328;-0,23066385;-0,68222755;210;3;5;5;female;1
329;40;6;0,69930071;0,69930071;1;50;50;20;100;40;50;0;1,569565039;0,117604408;0,286529112;-0,973400578;1,4400582;0,40634584;191;2;2;4,6999998;female;0
330;22;4;0,66666669;0,84033614;1,2605041;50;25;11;50;40;37,347881;1;-0,294232525;0,386096032;0,211156065;-0,931051058;-1,8045857;-1,5499223;192;1;1;4,5255127;female;0
331;15;3;0,81967211;0,7352941;0,89705884;40;15;32;40;50;45,649471;0;-0,157689419;0,353743005;-0,422552852;-0,237962564;-0,18865386;-0,30913645;195;1;3;4,5255127;female;0
332;51;9;0,63291138;0,69930071;1,1048951;50;35;10;20;30;33,333336;1;-1,229366187;-0,668109949;1,310689953;-1,062562254;-1,2431219;-1,2792437;204;3;2;4,1999998;female;0
333;5;2;0,81967211;0,89285713;1,0892857;0;0;75;0;0;0;1;-2,851372836;1,191407574;-1,531595006;1,257047398;0,8196916;1,4828496;192;4;1;5;male;1
334;11;2;0,89285713;0,71942449;0,80575538;50;25,5;80;10;50;28,961641;1;-2,225640006;0,55648561;0,421510213;2,993834247;0,8196916;1,4828496;180;1;3;5;male;1
335;18;3;0,69930071;0,51813471;0,74093264;50;25;49;75;90;46,647488;0;1,21702224;-1,016749715;0,366914328;0,706687991;-0,9998427;-1,3310356;210;3;4;3,7;male;0
336;26;5;0,68493152;0,81967211;1,1967213;50;25;6;50;30;40,203701;0;-0,660909038;0,087735917;-0,008938727;-1,291733089;-0,57574391;-0,70577991;198;1;1;4,1999998;female;1
337;32;6;0,51813471;0,63291138;1,221519;50;40;50;80;80;39,763226;1;0,42006218;-1,41000737;0,683164616;1,60567149;1,7267919;2,4714715;218;3;5;4,5255127;female;0
338;9;2;0,49504951;0,48543689;0,98058254;50;0,5;1;40;40;42,767197;0;-0,02107283;-2,067590017;-0,401919124;-1,950935677;1,291579;0,81201226;210;3;5;5;female;1
339;10;2;0,52910054;0,89285713;1,6875;25;5;51;100;20;50;1;0,833724116;-0,989549592;-1,388236619;-0,555347822;2,1015456;1,8251234;198;3;1;4,5255127;male;0
340;30;5;0,49504951;0,49504951;1;50;25;25;23,1;100;37,026455;1;-0,333238091;-2,286428648;0,521304575;0,069183263;-1,7198992;-1,9571118;202;3;5;4,5255127;female;1
341;51;9;0,56497175;0,56497175;1;45;10;40;100;80;50,775135;0;1,759319747;-1,587872212;-0,090019111;0,208826045;0,276232;-0,69980413;211;3;2;4,5255127;female;0
342;51;9;0,97087377;0,97087377;1;35;0,25;27;80;90;47,798943;1;1,525944976;1,569742767;-0,633686899;-0,234299131;-0,42204183;-1,319201;204;5;3;4,1999998;male;1
343;7;2;0,81967211;0,81967211;1;15;0;45;50;40;30,647091;1;-0,509124865;0,486930306;-0,619269509;-0,170334709;2,4076166;0,69413239;191;4;1;5;male;1
344;30;5;0,81967211;0,86206895;1,0517242;50;25;33;50;50;54,129631;1;0,060722806;0,469485378;-0,038501191;-0,322609028;0,62253499;0,38923794;198;1;3;4,5;male;0
345;7;2;0,97087377;0,97087377;1;50;50;50;100;100;30,072752;1;0,407611082;1,218128447;1,40386207;0,481578881;1,3181407;1,0692152;202;2;2;4,5255127;male;0
346;19;3;0,77519381;0,97087377;1,2524272;50;25;20;60;40;45,850529;1;0,371553565;1,075274418;-0,009692575;-0,676602338;-1,3802648;-0,95653838;182;1;1;3,9000001;female;1
347;29;5;0,49504951;0,75757575;1,530303;50;50;40;80;30;45,007938;0;-0,419035584;-0,868167208;0,968554069;-0,062682077;-0,66343087;-0,065642364;241;3;1;4,5;male;0
348;9;2;0,97087377;0,97087377;1;25;12,5;50;100;50;33,333336;1;0,614093389;1,051051129;-1,257033287;0,666477224;1,6522187;0,94289851;199;5;3;5;male;1
349;20;3;0,55248618;0,77519381;1,4031008;50;25;10;60;60;49,984127;0;0,596993097;-0,271973535;-0,256398482;-1,092256004;-0,57763338;-0,73753464;181;1;1;4;female;1
350;47;8;0,64935064;0,91743118;1,4128441;25;15;13;80;20;28,900793;0;0,041362863;0,098733205;-0,860806287;-1,442765905;0,6008631;0,36217028;212;4;1;5;female;1
351;29;5;0,5780347;0,97087377;1,6796116;50;25;20;60;50;28,847885;1;-1,139819031;0,542560039;0,435284856;-0,632132379;-1,729679;-1,69487;232;1;1;4;female;0
352;47;8;0,68493152;0,84033614;1,2268907;50;50;49;100;100;29,517197;0;1,288196997;-0,150764266;1,207205502;0,902634307;1,3549273;1,9856558;225;2;2;5;male;0
353;17;3;0,81967211;0,81967211;1;0;0;70;40;40;33,333336;1;-0,811702272;0,43793853;-1,224822531;1,402888929;-0,11708168;0,84470445;197;4;1;4,6999998;male;0
354;7;2;0,97087377;0,51813471;0,53367877;0;0;48;0;0;0;1;-2,451273237;0,226382765;-0,69954018;0,389830989;2,1534467;0,89954346;194;4;1;4,8000002;male;1
355;36;6;0,33333334;0,33333334;1;25;0;30;50;40;45,873016;1;-0,342531791;-2,627571652;-1,379211361;-0,589952255;0,24522471;1,3551269;221;3;5;4,9000001;male;1
356;36;6;0,69930071;0,69930071;1;50;25;30;70;50;43,119049;0;-0,263051475;-0,198919653;-0,128844832;-0,397295032;-0,49394757;0,39193335;217;1;3;4,6999998;female;0
357;35;6;0,97087377;0,51813471;0,53367877;25;25;25;50;50;36,714947;1;0,156457447;-0,34029329;-0,513286941;-0,362278596;0,070072949;-0,89490366;220;3;1;4,5255127;male;0
358;18;3;0,7352941;0,77519381;1,0542636;50;50;35;50;50;50;1;-0,001531276;0,26203289;1,151111725;-0,490379834;-0,96161163;-0,045722831;207;2;2;4,5;female;1
359;28;5;0,62111801;0,89285713;1,4375;50;50;20;100;50;33,333336;1;0,725022535;0,536825928;0,681603232;-1,079506453;-0,61719817;-1,8734478;221;2;2;4,4000001;female;0
360;30;5;0,89285713;0,89285713;1;50;25;33;100;50;36,666668;1;1,084422227;0,833470677;-0,607780108;-0,104748686;0,096523307;0,31084654;192;5;2;4,8000002;female;1
361;15;3;0,66666669;0,69930071;1,048951;50;0;35;50;100;31,167328;0;0,519747367;-0,732514116;-0,445399183;0,659231624;-0,79335004;0,084577851;195;5;3;4,4000001;male;1
362;3;1;0,77519381;0,80000001;1,0319999;50;50;25;50;50;50,240742;0;-0,136804038;0,294657161;1,498105464;-0,360520986;-2,0006313;-1,3263484;215;2;2;3,5999999;female;0
363;43;7;0,68493152;0,64935064;0,94805193;25;25;37;45;30;30,333334;1;-0,892298972;0,176848255;-0,456896137;1,267899311;-0,54129183;-1,269049;191;4;1;3,9000001;female;0
364;41;7;0,51813471;0,5780347;1,1156069;50;50;21;80;50;35,000004;1;0,566615383;-0,87958378;0,810931206;-0,247871346;-1,2075577;-0,40475261;191;3;2;4,1999998;female;0
365;38;6;0,7352941;0,81967211;1,1147541;50;25;30;60;80;50;0;0,239422961;0,497859608;0,400469815;-0,368526574;-0,12686208;0,36334205;195;1;2;4,8000002;male;0
366;31;6;0,81967211;0,5780347;0,70520234;25;0;80;20;30;27,42725;0;-1,495021728;-0,695618185;-1,204602399;1,800297585;0,17220742;1,298648;212;4;1;4,0999999;male;1
367;13;2;0,52910054;0,91743118;1,7339449;21,450001;0;50;100;60;28,36574;0;0,376182352;-0,946432629;-1,033806567;0,276041913;2,8796153;1,7200155;194;3;1;4,5255127;male;1
368;9;2;0,5780347;0,69930071;1,2097902;25;5;25;50;30;31,183863;1;-0,323847791;-1,129586509;-1,207796006;-0,750673107;1,6988964;1,8975384;206;4;1;4,5;male;1
369;52;9;0,97087377;0,97087377;1;25;15;20;40;40;16,666668;1;-0,834637284;1,569247848;-0,46945562;-0,560273379;-1,6511052;-0,83561188;223;1;3;4,8000002;female;1
370;10;2;0,68493152;0,60606062;0,88484848;30;40;65;80;80;29,205027;1;0,308364749;-1,670020295;-0,021488525;1,392398613;1,6157657;0,70573264;199;3;1;5;male;1
371;19;3;0,66666669;0,69930071;1,048951;25;25;22;50;30;24,645502;1;-0,772013415;-0,12117142;-1,173987682;-0,082783139;-0,42626518;0,11035689;181;4;1;4,8000002;female;0
372;14;2;0,63291138;0,80000001;1,2640001;50;0;90;50;20;47,349205;1;-0,506805963;-0,62529573;-0,829223483;1,245431115;-1,1044225;-0,16664933;194;4;1;4,5255127;female;0
373;45;7;0,69930071;0,7352941;1,0514705;50;35;65;65;70;49,433865;0;0,306230199;-0,050483162;0,233073045;1,145858475;0,38859123;0,095592536;207;5;3;4,5999999;male;1
374;48;8;0,89285713;0,89285713;1;12,5;25;50;50;100;28,406084;1;-0,601759172;1,151024242;-0,67397896;1,348037052;1,326476;0,95567119;202;5;3;4,6999998;male;1
375;19;3;0,33333334;0,5076142;1,5228426;50;25;30;80;50;50;1;1,38392343;-2,022965352;-0,096493083;0,20943287;-0,96672374;-0,56364459;179;3;2;4,9000001;female;1
377;6;2;0,75757575;0,81967211;1,0819672;30;12,5;28;100;80;55,797619;1;1,901875319;0,09283912;-0,914768968;-0,72769295;1,8540436;1,3784449;200;5;3;4,9000001;male;1
379;12;2;0,80000001;0,77519381;0,96899223;0;2,5;13;100;50;50;0;0,938208103;-0,580907011;-1,50103959;-2,300746919;0,27923241;0,36720857;174;4;1;4,9000001;female;1
380;14;2;0,97087377;0,62111801;0,63975155;49;50;27;9,8000002;10;38,761906;1;-1,690335676;0,098630357;0,702880101;-0,494352673;0,27923241;0,36720857;186;1;3;4,9000001;female;1
381;24;4;0,69930071;0,80000001;1,1439999;50;25;50;35;30;33,333336;1;-0,690678807;-0,063582122;0,252585878;1,071796178;-1,6507722;-1,6576076;197;1;3;4,5255127;female;0
382;41;7;0,97087377;0,89285713;0,91964287;25;0;12;50;50;45,044975;0;0,512142369;1,691120543;-2,232858475;-1,080616169;0,81413513;-0,75944716;202;4;1;1,7;male;0
383;25;4;0,66666669;0,71942449;1,0791366;50;25;43;10;90;28,587303;1;-0,545639152;0,335571916;0,734543393;1,673838956;-1,2208942;-0,55684829;197;5;3;4,5255127;female;0
384;20;3;0,62111801;0,63291138;1,0189873;50;50;50;79,900002;100;48,333336;1;1,253693154;-0,674414476;0,648283697;2,1244441;1,3590392;1,3148178;178;5;4;5;female;1
386;14;2;0,64935064;0,80000001;1,232;0;50;25;0;20;27,51852;1;-1,628463992;-0,416832189;-1,121546136;-0,748143367;-0,30345836;0,40775198;181;4;1;4,3000002;male;1
387;29;5;0,51813471;0,51813471;1;50;50;28;90;60;58,645504;1;1,008894583;-1,970453209;0,914754571;-0,514755883;-0,4238199;-0,30046532;231;3;2;4,5999999;female;1
388;30;5;0,81967211;0,89285713;1,0892857;50;50;40;60;50;33,333336;0;-0,446567409;0,597660957;0,529283179;0,511345262;-0,45538297;-0,59692234;199;1;3;4,0999999;male;1
389;7;2;0,63291138;0,33333334;0,5266667;0;0;99;100;100;100;1;2,528475227;-1,47006151;-1,226687237;1,837764261;1,4509495;1,1260459;202;5;4;5;male;1
390;10;2;0,97087377;0,97087377;1;0;25;50;100;100;0;0;0,229737927;1,303544617;-1,371871546;1,129615683;1,1442119;1,0091034;191;5;3;5;female;1
391;7;2;0,94339621;0,89285713;0,9464286;0;0;50;0;0;0;1;-2,475114254;1,12249702;-0,717404181;0,284695277;1,543527;1,9947957;200;4;1;5;male;1
392;53;9;0,69930071;0,69930071;1;25;0;23;40;30;33,367725;0;-0,912834671;-0,529203019;-1,446267272;-0,4230361;0,057180736;-0,42607892;180;4;1;5;female;1
393;3;1;0,49504951;0,52910054;1,068783;0;0;60;50;20;66,666672;1;0,520288937;-1,803204386;-2,445054896;0,635494763;-1,4042705;-1,6178846;220;4;1;4,4000001;male;0
394;53;9;0,5780347;0,68493152;1,1849315;50;40;21;75;60;50;1;0,945438797;-1,194799826;0,669075402;-0,717662757;-0,14797817;0,17738239;178;3;1;4,5;female;1
395;49;8;0,56497175;0,69930071;1,2377622;40;35;35;45;40;41,738758;0;-0,455296456;-0,652916368;1,045499398;-0,206697002;0,10730384;-0,60946065;225;3;3;4,5999999;female;0
396;30;5;0,60606062;0,89285713;1,4732143;50;50;18;40;50;51,730164;1;-0,322049632;-0,158544518;0,700020218;-1,409302394;-0,78279233;-0,30351195;199;1;1;4,5255127;female;0
397;18;3;0,66666669;0,5780347;0,86705202;50;50;48;70;80;37,630951;1;0,338822758;-0,855209048;1,134725043;0,799995674;-0,59741575;0,64819884;207;3;4;4;female;0
398;6;2;0,86206895;0,89285713;1,0357143;50;50;30;100;90;29,517197;1;0,85536181;0,753402732;0,936871165;-0,024753814;1,1346537;0,91524529;193;2;2;4,5255127;male;0
399;13;2;0,52910054;0,66666669;1,26;25;25;49;100;100;15,251322;1;0,400028859;-2,249095414;-0,127691771;0,938022476;0,9342739;0,89063799;193;3;5;4,9000001;male;1
400;52;9;0,86206895;0,80000001;0,92800003;50;50;1;50;100;25,277779;1;0,082911232;0,304701768;1,47556101;-0,962882294;0,16164967;0,007358869;213;2;2;4,3000002;male;1
401;51;9;0,97087377;0,97087377;1;50;0;99;50;50;50;0;0,015164833;1,571678866;-0,020123308;2,077899452;0,33357885;0,42122707;211;5;3;4,5255127;male;0
402;21;3;0,68493152;0,75757575;1,1060606;50;50;30;45;50;11,425926;0;-1,33577862;-0,032749848;1,465367061;0,641893074;0,55374104;0,51239109;186;1;3;4,4000001;male;1
403;49;8;0,77519381;0,5780347;0,74566472;25;0;89;100;100;73,776451;1;2,087327103;-0,374768488;-0,728097057;2,225327371;0,8159132;0,93528229;222;5;4;4,5255127;female;1
404;8;2;0,94339621;0,94339621;1;0;0;51;0;70;19,786375;1;-1,570291845;0,777770151;-0,522365186;0,436925416;2,3683853;1,5795207;198;4;3;5;male;1
405;12;2;0,89285713;0,81967211;0,91803282;0,5;0,5;42;0;0;3,3333335;1;-2,484256885;0,099477542;-0,864837591;0,222990799;2,3683853;1,5795207;186;4;1;5;male;1
406;15;3;0,81967211;0,97087377;1,184466;25;25;55;35;40;29,214287;0;-1,280608128;1,310979823;-0,478168405;0,945165744;-0,59752715;-0,92618972;196;4;1;4,1999998;female;0
