studid;classid;schoolid;delta;delta_now;beta;dictator;dictator_schoolmate;risk;publicgood;trust;trust_return;comp;pca_socpref_interact;pca_timepref;pca_socpref_nointeract;pca_riskpref;math;read;age;kmeans_cluster;hierarchical_cluster;gpa_i;female;pared_d3
562;46;8;0,97087377;0,97087377;1;0;50;50;100;100;15,000001;1;0,922178272;1,515857854;-0,3364289;1,580199623;-0,13664187;-0,52696776;224;5;3;4,4000001;male;0
563;43;7;0,56497175;0,59171599;1,0473373;50;0;10;50;30;35,000004;1;-0,165434392;-0,501884202;-0,598530597;-1,48636492;-0,10919137;0,46493393;193;3;5;4,6999998;female;0
564;52;9;0,7352941;0,75757575;1,030303;0;25;42;30;20;0;0;-1,675978898;-0,290262061;-0,759009053;0,599178006;-0,29112253;-0,63512218;219;4;1;4,1999998;female;0
565;26;5;0,62111801;0,5780347;0,93063587;42,5;42,5;8;65;50;49,898148;1;0,424910951;-1,050991021;-0,039831398;-1,044900051;-0,87403548;-1,7961106;196;3;1;4,4000001;female;1
566;49;8;0,55248618;0,69930071;1,2657343;50;0;41;100;100;17;0;0,669798121;-0,766786539;0,019162704;0,712951254;0,27689853;0,22472145;205;5;3;4;male;1
567;32;6;0,52910054;0,64935064;1,2272727;50;25;22;35;20;50;0;-0,997051662;-1,170647872;0,406921631;-0,738354069;0,24100137;-1,0877764;209;3;5;4,5;female;1
568;33;6;0,97087377;0,97087377;1;50;50;99;100;100;63,685184;1;1,101290993;1,714192088;-0,035375176;2,310788197;1,1922227;1,3261844;223;5;3;4,5255127;male;1
569;42;7;0,7352941;0,7352941;1;50;25;36;50;30;17,808203;1;-1,794475177;0,176189444;0,152666585;0,585437207;-1,2792412;-0,22851838;196;4;1;3,5999999;female;0
570;40;6;0,54054052;0,33333334;0,61666667;40;25;50;50;30;27,17725;1;-1,18185045;-1,999026507;-0,14996233;1,116741443;0,17065151;-0,50939178;200;3;5;5;female;1
571;4;1;0,69930071;0,7352941;1,0514705;50;5;35;50;70;55,476189;0;0,921334648;-0,132670455;-0,073261789;-0,06227438;-1,4679518;-1,0670364;211;5;1;4;male;0
572;28;5;0,63291138;0,89285713;1,4107143;50;35;10;50;50;23,445766;1;-0,967764406;0,656205119;0,68798647;-1,297862072;-1,7918049;-1,5607021;233;1;1;4,5255127;female;0
573;47;8;0,69930071;0,75757575;1,0833334;50;25;17;60;40;25,236774;0;-0,486407982;-0,213950178;0,507200614;-0,797734632;-0,1055238;0,074618086;221;1;3;4,5;female;1
574;42;7;0,81967211;0,81967211;1;50;50;45;80;80;52,043652;0;0,964831137;0,597844912;0,76422372;1,034282716;0,54007089;-0,5115003;197;2;2;4,1999998;female;0
575;9;2;0,97087377;0,89285713;0,91964287;0;25;49;20;60;82,788361;1;0,783412756;0,855309049;-1,27881703;0,067089644;0,18954515;-0,021232428;194;5;1;4,5;male;1
576;38;6;0,7352941;0,75757575;1,030303;10;12,5;25;54;30;38,804234;1;-0,611158561;0,392522484;-1,44720403;-0,983038826;-0,78890455;-0,14145584;207;4;3;4,1999998;female;1
577;7;2;0,80000001;0,80000001;1;50;50;20;100;100;29,517197;1;0,565027867;0,295503437;1,386910511;-0,877211011;2,2538037;1,2961869;196;2;2;5;female;1
578;17;3;0,86206895;0,91743118;1,0642202;50;25;25;50;70;29,517197;1;-0,403720682;0,955852662;0,990206152;0,039958334;0,40170562;-0,049355015;203;1;2;4,3000002;male;1
579;4;1;0,62111801;0,69930071;1,1258742;50;0;30;100;100;48,055557;1;2,373605807;-0,577577129;-0,566773408;0,042961076;-1,4079374;-1,4034512;220;5;3;4,9000001;female;0
580;9;2;0,89285713;0,97087377;1,0873786;50;50;60;50;50;16,666668;1;-1,187287083;0,75560725;1,279809896;1,529208646;0,86648005;0,35185865;195;1;3;4,5255127;female;0
581;24;4;0,33333334;0,33333334;1;35;20;60;50;60;33,682541;0;0,594419753;-2,717808817;-0,499708608;2,184126475;-1,4048257;-1,3986466;198;3;5;4,5255127;female;0
582;46;8;0,49504951;0,5076142;1,0253807;50;50;22;40;40;37,079365;1;-0,561943782;-1,36294576;1,530780354;-0,692122917;0,18876721;0,28272396;212;3;2;4;female;0
583;22;4;0,60606062;0,7352941;1,2132353;25;0;10;80;20;58,170635;0;1,640464568;-0,27507008;-2,684149098;-1,887987136;-0,968391;-0,37112302;195;4;1;4,5;female;0
584;1;1;0,49504951;0,33333334;0,67333335;50;25;25;100;50;38,92857;1;1,412795131;-2,062660847;-0,338161595;-0,146123936;-1,0893078;-0,7061311;206;3;2;4,5255127;male;0
585;52;9;0,69930071;0,69930071;1;50;0;50;0;100;29,517197;1;-0,473664192;-0,809632692;0,243130836;1,183222455;0,80379897;0,62605262;212;3;5;4,6999998;male;0
586;51;9;0,71942449;0,69930071;0,97202796;0;0;50;0;50;0;1;-1,883411909;-0,299309373;-1,134222153;1,163610579;-1,2727954;-1,2196008;211;4;5;4,1999998;male;1
587;48;8;0,97087377;0,97087377;1;50;50;27;100;70;68,161377;1;1,466958481;1,664819647;0,793934249;-1,240060652;1,9759605;0,97606003;221;2;2;4,6999998;male;1
588;16;3;0,71942449;0,7352941;1,0220588;25;25;12;50;50;28,783072;0;0,067831718;-0,350977572;-0,632073352;-0,731239395;-0,98995149;-0,76483732;201;4;1;4,5;female;1
589;51;9;0,81967211;0,89285713;1,0892857;50;22,5;35;80;60;49,444443;0;0,820972837;0,706441813;0,518997746;-0,228110578;0,097634837;-0,002835886;211;2;2;4,1999998;male;0
590;32;6;0,52910054;0,5780347;1,0924855;35;28;47;37;30;53,915344;1;-0,700235515;-1,542738971;-0,325057194;0,836826691;-0,41770709;0,77006274;213;3;1;4,6999998;female;0
591;28;5;0,7352941;0,7352941;1;50;0;25;50;50;35,000004;1;-0,173482413;0,483701728;-0,566725175;-0,69441241;-1,4278312;-0,74151868;235;1;3;4,5255127;female;0
592;49;8;0,63291138;0,52910054;0,83597887;50;5;46;50;50;40,420635;0;-0,179850062;-1,083757516;0,374093395;0,49610348;-0,043953601;-0,24820419;204;3;2;4,5;female;0
593;36;6;0,7352941;0,80000001;1,0880001;0,050000001;0;45;90;100;50;1;1,630755687;0,198639147;-2,304176234;0,647284851;-0,17542867;0,038293079;224;5;1;4,8000002;male;1
594;38;6;0,75757575;0,5076142;0,67005074;35;25;20;30;30;16,666668;1;-1,992783578;-0,370971405;0,167409063;-0,697417978;-0,044065002;-0,70542866;202;4;3;5;female;1
595;40;6;0,68493152;0,46511629;0,67906976;25;0;50;75;50;17,328043;1;-0,046027772;-0,741178171;-1,807985413;1,554416467;-0,30356976;0,26796025;211;4;1;4,9000001;female;0
597;46;8;0,97087377;0,97087377;1;50;0;50;50;100;29,517197;1;0,364950336;1,49699493;0,069527819;1,329875077;-0,46371824;-0,84357995;222;5;3;5;female;1
598;30;5;0,77519381;0,71942449;0,92805755;40;50;40;60;70;40,809525;1;0,187869738;-0,321949935;0,281918861;0,686114245;-0,78201437;-0,25218821;198;3;3;4,5255127;male;1
599;37;6;0,7352941;0,5780347;0,78612721;50;50;14;50;50;20,223545;1;-0,72056672;-0,335956038;1,121769831;-0,246316533;-0,61886543;0,033137273;196;3;3;4,5255127;female;1
600;15;3;0,60606062;0,75757575;1,25;50;40;13;55,5;50;44,335979;1;0,130946308;-0,806769271;0,484324959;-1,25542516;-0,41492885;-0,13419084;198;3;2;5;female;0
601;8;2;0,97087377;0,97087377;1;50;0;50;50;30;39,239418;0;-0,810107023;0,982209841;0,306353703;-0,21307802;1,7691349;0,83040881;203;1;1;5;male;1
602;12;2;0,97087377;0,97087377;1;49,950001;0;50;100;50;43,096561;1;0,270436238;0,903384861;-0,319244992;0,583278369;1,7691349;0,83040881;191;5;1;5;male;1
603;38;6;0,7352941;0,69930071;0,95104897;50;25;35;40;60;49,94709;1;-0,625469844;0,115815833;0,559393798;-0,171428273;0,1353101;0,073680669;198;1;3;5;female;1
604;3;1;0,69930071;0,7352941;1,0514705;45;25;23;50;50;26,903439;1;-0,517012656;-0,226534248;0,311680603;-0,150852621;-0,84513986;-1,4695387;212;1;1;4,1999998;male;1
605;37;6;0,60606062;0,52910054;0,87301582;25;25;9;50;80;36,111111;1;1,191219338;-1,195137035;-0,86880208;-0,596735853;0,12619688;-0,43650737;194;3;5;4,5255127;female;0
607;40;6;0,49504951;0,75757575;1,530303;50;50;5;100;50;17,613756;1;0,539875181;-0,762687272;0,437300057;-1,00232562;-1,0643018;-0,26789001;204;3;2;4,4000001;female;0
608;46;8;0,59171599;0,69930071;1,1818181;50;25;10;50;30;41,292328;1;-0,145823117;-0,458956518;0,600395282;-1,628684919;-0,24311109;-1,9503155;208;3;1;4,5999999;female;1
609;53;9;0,80000001;0,81967211;1,0245901;50;50;28;50;50;27,592594;1;-1,229170867;0,275616986;1,254014708;0,421533622;-0,068403691;0,14609569;184;1;3;4,5999999;female;1
610;26;5;0,97087377;0,97087377;1;50;37,5;10;50;70;42,94709;1;-0,021721011;1,740597468;0,447667503;-0,621791909;-0,4466027;-1,0648097;197;1;3;5;female;0
611;50;9;0,80000001;0,84033614;1,0504202;25;87,5;13;5;100;71,911377;1;0,42497435;0,1081289;1,583822659;-1,194351783;-0,29434511;-0,7384721;198;2;5;4,5999999;male;0
612;53;9;0,63291138;0,94339621;1,490566;50;50;34;50;60;53,317463;1;0,381009103;0,04081521;1,193854913;-0,018025363;-0,38714477;-0,74515152;180;2;1;4,0999999;female;1
613;21;3;0,68493152;0,68493152;1;50;25;17;100;50;38,822754;0;1,221634688;-0,341362133;-0,078315053;-0,719453501;-0,51973075;-0,89197391;180;2;2;4,3000002;female;0
614;50;9;0,81967211;0,80000001;0,97600001;25;25;40;100;50;40,687172;0;0,557682544;0,016733567;-0,748684195;0,244494822;0,56930006;0,62722439;202;5;1;4,9000001;female;1
615;20;3;0,48543689;0,49504951;1,019802;50;40;28;25;40;37,636246;1;-1,153016161;-1,713390721;0,619324586;0,354590625;0,30234939;0,87856841;181;3;5;4,9000001;male;1
616;7;2;0,77519381;0,77519381;1;50;50;35;100;80;29,517197;0;0,296117068;0,160688925;1,36909223;-0,309244427;1,7263469;1,6670519;207;2;2;4,5255127;female;0
617;10;2;0,81967211;0,81967211;1;40;25;35;50;70;50,511909;1;0,386849781;-0,071407862;-0,014173174;-0,601950017;-0,45638311;-0,22558926;196;1;1;4,5255127;female;0
618;52;9;0,91743118;0,89285713;0,97321433;50;25;60;10;30;33,333336;1;-1,393495083;0,969060506;0,796845984;1,067792727;0,078741811;1,2298651;227;1;3;4,9000001;female;1
619;39;6;0,68493152;0,56497175;0,82485873;50;20;19;40;50;36,503307;0;-1,240178923;-0,466057901;0,002537016;-0,218482515;-0,54507023;-0,38623857;199;4;1;4,5255127;male;0
620;33;6;0,94339621;0,89285713;0,9464286;50;50;15;50;50;50;0;-0,726406767;1,334709152;0,264270213;-0,863188377;0,53484738;1,5433131;219;1;3;5;female;0
621;35;6;0,80000001;0,97087377;1,2135922;22,5;22,5;32;44;80;8,3351851;1;-0,190819513;0,442620199;-0,484529861;0,464090226;0,15264784;0,95836592;224;5;1;4,0999999;female;1
622;11;2;0,89285713;0,89285713;1;50;50;10;30;30;50;0;-0,884737447;1,490765695;0,670871041;-1,758286243;0,8244707;0,96516222;187;1;3;4,9000001;male;1
623;20;3;0,60606062;0,59171599;0,97633135;50;25;39;20;40;30,751986;1;-1,480068202;-0,771649296;0,156070774;1,165320473;-0,30112448;-0,54841155;180;3;3;4,4000001;female;0
624;10;2;0,69930071;0,71942449;1,028777;25;15;45;32,5;80;14,182539;1;-0,835613032;-1,017581427;-0,421743551;0,609349281;0,077630281;-0,28159943;201;3;3;5;female;1
625;24;4;0,81967211;0,80000001;0,97600001;30;27,5;29;70;40;28,279102;0;0,373072384;0,340006717;-0,840173558;0,00993298;-0,37469757;-0,032833312;199;5;1;3,5;female;0
627;42;7;0,64935064;0,89285713;1,375;50;25;29;50;50;44,429893;1;-0,476138625;0,271650285;0,143147442;-0,195182687;-0,775235;-0,057205584;197;1;3;4;male;0
628;23;4;0,7352941;0,69930071;0,95104897;55;25;24;50;50;18,069841;1;-0,146405322;1,154900443;0,352708062;0,323036731;-1,0217367;-0,47833943;191;1;2;4,5255127;female;0
629;48;8;0,62111801;0,62111801;1;50;50;52;50,099998;60;46,427578;0;-0,695838995;-0,962035268;1,319626875;0,784597495;0,6691013;0,49692369;204;3;3;4,5;male;1
630;27;5;0,89285713;0,89285713;1;50;25;29;50;30;13,868387;1;-1,554272644;0,761252228;0,162524396;0,347817061;0,10408064;-1,2821729;218;1;1;4,8000002;female;0
631;33;6;0,66666669;0,63291138;0,94936705;50;50;53;50;50;38,452381;0;-1,00419108;-1,322252425;0,375292378;0,720735304;-0,20110108;1,3580567;220;3;5;5;female;1
632;21;3;0,52910054;0,52910054;1;25;0;25;100;50;50;1;2,110926329;-1,424410202;-2,64153642;-0,556562261;0,6509856;0,56547219;191;5;1;4,5255127;male;0
633;30;5;0,91743118;0,89285713;0,97321433;100;100;69;100;80;79,076721;1;1,927650667;0,756968974;2,888811;2,140083503;-0,59852731;0,17269529;190;2;2;4,8000002;female;0
634;43;7;0,69930071;0,5780347;0,82658958;50;50;29;50;60;16,666668;1;-0,474238861;-0,061923642;1,393918606;1,554432412;0,13908908;-0,5574339;202;2;3;3,0999999;male;0
635;23;4;0,68493152;0,54054052;0,78918916;25;0;10;10;20;12,457672;1;-1,641425665;0,267697729;-1,561423744;-0,926250655;-1,871601;-2,3930099;219;4;1;4,5255127;female;0
636;8;2;0,81967211;0,91743118;1,119266;50;25;38;100;100;29,517197;1;0,552832632;-0,025974214;0,889683178;-0,461632084;1,7137889;1,1627227;191;2;3;5;male;1
637;12;2;0,97087377;0,63291138;0,65189874;50;50;50;100;100;29,517197;1;0,349714507;-0,500281824;0,882312628;1,38523854;1,7137889;1,1627227;179;2;4;5;male;1
638;35;6;0,71942449;0,81967211;1,1393442;35;20;50;0,5;40;34,240742;0;-1,7978047;-0,57501272;0,329037925;0,906006773;-0,066847786;-0,313003;232;4;3;4,3000002;female;1
639;16;3;0,97087377;0,97087377;1;25;10;49;10;40;50;0;-0,951965614;1,807906679;-0,686449254;0,824928407;0,44538233;0,9154796;202;1;1;5;female;1
640;2;1;0,48543689;0,71942449;1,4820144;50;25;51;40;50;36;1;-0,961789202;-0,918319035;0,834354099;2,039886148;-2,4370661;-1,7932984;203;3;3;4,5255127;male;0
641;51;9;0,97087377;0,97087377;1;5;0;20;50;50;22,056879;1;-0,29640688;1,68764255;-1,451693817;-0,464466614;0,014059808;-0,031895891;213;4;3;4;female;1
642;46;8;0,5780347;0,97087377;1,6796116;25;45;50;50;50;50;1;0,218063318;0,281769521;0,508929223;0,395273205;0,64942968;-0,53716248;224;2;1;3,5999999;male;0
643;36;6;0,81967211;0,80000001;0,97600001;50;50;15;100;100;50;1;1,448834165;0,485231943;0,427211554;-1,086756107;0,23655584;-0,79495162;225;2;2;4,5255127;male;0
645;38;6;0,33333334;0,47619048;1,4285713;50;25;15;50;60;83,764557;0;0,659122332;-2,202957767;0,41157829;-1,811672361;-1,2057796;-0,22816716;208;3;2;4,9000001;female;0
646;6;2;0,62111801;0,5780347;0,93063587;50;50;23;50;60;39,239418;0;-0,001893773;-1,263400828;1,221205893;-0,667807491;2,1830089;1,3993025;192;3;2;5;female;1
647;28;5;0,48543689;0,49504951;1,019802;45;25;50;60;40;40,763229;0;-0,015120155;-1,448675361;0,041213221;0,479628136;-0,67187756;0,43704635;226;3;2;4,1999998;female;0
648;10;2;0,62111801;0,71942449;1,1582733;50;50;50;60;50;48,224865;1;0,044563867;-1,414175261;0,80689929;0,003233149;0,20632651;0,67116559;204;3;2;4,9000001;female;1
649;28;5;0,89285713;0,51813471;0,58031088;10;10;50;70;20;15,724868;1;-1,233731075;0,421023322;-1,905516732;1,130532824;-0,12964031;-1,0575447;224;4;1;4,9000001;female;0
650;19;3;0,52910054;0,94339621;1,7830188;50;25;2;20;20;25,32143;1;-1,879924496;0,277353119;0,349148103;-1,934421418;-0,61708677;-0,59832847;182;1;1;4,9000001;female;0
651;45;7;0,69930071;0,75757575;1,0833334;0;10;23;100;90;38,214947;0;1,658692489;0,043286975;-1,774241413;-0,165818596;-1,8055859;-1,22874;192;5;1;4,3000002;male;0
652;39;6;0,97087377;0,97087377;1;50;50;50;100;30;50;1;0,12823942;1,903998677;0,337772114;0,693601487;-0,073738568;-0,21738684;193;1;3;4,5255127;male;0
653;12;2;0,97087377;0,97087377;1;50;50;50;100;100;50;1;0,732651907;0,85862923;0,819811481;0,896158311;1,4445038;1,3614545;185;2;2;5;male;1
654;8;2;0,46511629;0,97087377;2,0873785;50;50;50;100;0;36,666668;1;-0,51000586;-1,295996043;1,479240798;-0,657979202;1,4445038;1,3614545;197;3;2;5;male;1
655;5;2;0,81967211;0,89285713;1,0892857;50;25;10;100;50;23,701057;1;0,271771228;1,049858508;0,086230244;-1,319958689;1,1374326;2,0836155;200;1;1;5;male;1
656;33;6;0,89285713;0,84033614;0,94117647;100;100;1;100;100;83,94577;1;1,278043645;0,667383465;3,167273732;-1,349926258;0,57619083;1,3538382;215;2;2;4,4000001;male;1
657;49;8;0,89285713;0,75757575;0,84848487;0;50;49;0;0;25,833332;0;-2,181531655;1,071247034;0,674782567;0,602679363;0,66187692;-0,63711452;210;4;3;4,5;male;0
658;49;8;0,62111801;0,75757575;1,219697;25;0;10;30;30;29,671959;1;-0,749403203;-0,112456819;-0,413156715;-1,288396263;-0,47772139;-1,0926979;209;4;1;4,3000002;female;1
659;1;1;0,66666669;0,47619048;0,71428567;20;15;37;45;20;29,18955;1;-1,168918069;-0,911472891;-1,332638213;0,310593268;-0,59152573;-0,006936779;204;4;1;4;male;0
661;2;1;0,56497175;0,81967211;1,4508197;35;30;10;44;40;39,799999;1;-0,499886156;-0,010443295;0,069202497;-1,497818862;-1,572087;-1,9469171;206;1;1;4;female;0
662;45;7;0,69930071;0,51813471;0,74093264;45;40;38;100;50;33,333336;1;0,30435008;-0,713311169;-0,114604588;0,242598235;0,35313842;0,88407606;200;3;5;4,5999999;female;0
663;15;3;0,68493152;0,80000001;1,168;50;50;19;70;80;50,317459;1;1,198812919;-0,244549465;0,725870597;-0,756738061;-0,94816428;-0,68480545;189;2;2;4,5999999;female;0
664;13;2;0,71942449;0,81967211;1,1393442;0;0;50;20;0;0,56816137;0;-2,826261479;-0,611734377;-0,915567132;0,514314433;1,9065;2,0074508;188;4;1;4,5999999;male;1
665;15;3;0,62111801;0,89285713;1,4375;50;50;20;55;50;50;0;0,241457928;-0,201254418;0,773446064;-1,132860818;0,30735007;-0,64215285;194;2;1;4,9000001;female;1
666;18;3;0,59171599;0,69930071;1,1818181;40;40;50;100;80;48,150795;0;1,713718316;-0,638257156;0,236881602;0,397192125;-0,21343753;-0,74116749;203;2;3;4,1999998;female;0
667;52;9;0,89285713;0,89285713;1;50;50;35;60;60;50;1;0,244648371;0,814568468;1,292112809;-0,130954894;1,0794185;0,47981578;224;2;2;4,5255127;female;0
668;5;2;0,59171599;0,81967211;1,3852459;25;25;38;50;40;34,207672;1;-0,527769461;0,006912675;-0,331457612;-0,431242309;1,4497272;0,49399394;198;4;3;5;female;1
670;13;2;0,94339621;0,97087377;1,0291263;50;0;50;100;50;50;0;0,52775192;0,797613334;-0,399005645;0,118471345;1,9796281;0,51450032;190;5;1;4,5255127;male;0
671;23;4;0,75757575;0,59171599;0,78106511;25;15;40;32,799999;40;13,017196;1;-0,853125791;0,824797953;-1,163383596;1,563701282;-1,4582827;-2,1618199;215;4;1;4,5255127;female;0
672;34;6;0,86206895;0,33333334;0,38666669;0;0;49;50;100;3,3333335;1;-0,087377944;-0,813407632;-1,758249746;1,585500048;-0,21299316;1,0180089;224;4;5;4,5255127;male;0
673;3;1;0,69930071;0,69930071;1;50;40;40;70;50;44,613758;1;0,387027155;-0,411167222;0,871695925;0,43800919;-1,2485675;-1,5992538;222;2;2;4,0999999;male;0
674;18;3;0,97087377;0,97087377;1;25;50;35;30;30;38,214947;1;-1,337370717;2,003834049;0,595601959;-0,382045054;-1,2666826;-0,85178232;213;1;3;4,5999999;female;1
675;47;8;0,97087377;0,97087377;1;0;0;30;60;30;23,268518;1;-0,415471541;1,377055119;-1,926941339;-0,383389241;0,85981208;0,60648364;220;4;1;5;female;1
676;2;1;0,97087377;0,97087377;1;50;50;20;100;50;64,312172;1;1,517057891;2,430668626;0,919952395;-1,054488409;-0,18809809;0,27334976;203;2;2;5;female;0
677;24;4;0,81967211;0,94339621;1,1509434;50;25;21;70;60;25,487434;0;0,671678002;0,727806219;0,063410323;-0,195834598;-0,47427598;-0,21937853;198;1;3;4,6999998;female;0
678;48;8;0,62111801;0,48543689;0,78155339;0;0;1;11,1;20;32,493336;0;-1,734858803;-1,274471586;-1,860309069;-2,165798355;0,41659811;0,18827957;205;4;1;4,5999999;male;0
679;41;7;0,52910054;0,89285713;1,6875;50;25;11;50;40;40,925926;0;-0,567744056;0,164875087;0,192793624;-1,509209866;-1,334365;-1,41013;195;1;1;3,4000001;female;0
680;5;2;0,89285713;0,81967211;0,91803282;50;50;55;60;80;54,345238;1;0,32986383;1,001651536;1,216515709;0,573259704;0,47038817;1,6684581;195;2;2;4,5;female;1
681;22;4;0,71942449;0,71942449;0,99999994;50;25;25;50;50;36,666668;0;-0,223110804;0,104726632;0,276617414;0,118974875;-1,4070487;-1,0689112;201;1;3;4,5255127;female;0
682;19;3;0,49504951;0,62111801;1,2546583;25;25;10;30;40;22,039682;1;-1,029063755;-0,939292923;-0,920901398;-0,796306983;-1,3942679;-1,1009003;180;4;1;4,4000001;female;1
683;7;2;0,81967211;0,89285713;1,0892857;0;5;33;66,599998;40;50;1;0,32521943;0,675391804;-1,031878923;-1,042312827;0,55129576;1,0316015;197;1;3;4,5255127;male;0
684;48;8;0,84033614;0,81967211;0,97540981;25;25;48;45;40;30,013227;0;-1,54872534;0,716663853;-0,351693755;0,716085772;1,6676669;-0,038692184;207;4;1;5;female;1
686;52;9;0,89285713;0,89285713;1;25;7,5;15;100;40;32,55368;1;0,739375256;0,866945869;-1,14011251;-1,089441901;-0,51539665;0,23608798;215;1;1;4,5255127;female;1
687;50;9;0,60606062;0,7352941;1,2132353;30;25;35;0;40;36,628307;1;-1,460973577;-1,467970831;0,160710407;-0,062491379;1,0546354;1,4385571;212;3;5;5;female;1
689;46;8;0,5076142;0,60606062;1,1939394;25;0;45;100;50;33,333336;1;1,138971225;-1,059615725;-1,237482465;0,465640461;0,48550284;1,5101516;220;5;1;4,6999998;female;1
690;38;6;0,68493152;0,89285713;1,3035715;25;10;45;80;80;65,558205;1;1,349858316;0,544419373;-1,24340465;0,083863763;0,020394821;-0,52333558;194;5;1;4,5255127;male;1
691;47;8;0,51813471;0,33333334;0,64333332;50;0;84;0;80;43,096561;0;-0,163362405;-2,101546727;0,330824917;1,934994101;-0,064403147;0,90997195;219;3;5;4,5255127;female;0
692;20;3;0,91743118;0,89285713;0,97321433;25;15;12;70;30;74,238098;0;1,199155214;1,863394304;-1,78395191;-1,610683986;0,20666009;0,71112281;192;1;1;5;female;1
693;53;9;0,46511629;0,33333334;0,71666664;50;30;20;45,799999;40;50,673283;1;0,072039573;-2,983971202;0,546533075;-0,827262616;-0,60430658;-0,95829636;174;3;2;4,0999999;male;1
694;14;2;0,62111801;0,62111801;1;40;50;34;40;30;34;1;-0,943657831;-1,471213364;0,230816553;-0,306786273;0,034508735;0,13355802;191;3;2;4,3000002;male;1
695;10;2;0,89285713;0,89285713;1;25;0;20;85;100;50;0;1,694591887;0,568457628;-1,266665727;-1,18765544;0,84091908;2,1970427;200;5;3;5;female;1
696;6;2;0,81967211;0,89285713;1,0892857;37,5;25;50;25;50;33,333336;0;-0,719229514;0,65393371;0,226397639;0,750564603;0,47527808;0,34740591;198;1;3;4,8000002;female;1
697;26;5;0,55248618;0,55248618;1;50;50;56;100;80;74,534393;1;2,406107961;-1,565708458;0,368437134;1,169574818;-1,147877;0,43376538;204;2;4;4,5255127;male;0
698;44;7;0,71942449;0,56497175;0,78531069;50;50;21;50;50;33,333336;0;-0,672862173;-0,395071327;0,944106439;-0,36056774;-0,61786473;-1,7622466;197;3;3;4,5999999;male;0
699;44;7;0,80000001;0,5076142;0,63451773;50;50;50;50;60;36,985451;1;-0,552958519;-0,261989111;1,012818781;1,46458306;0,23066582;0,33545381;201;3;4;4;male;1
700;25;4;0,63291138;0,63291138;1;50;50;17;50;50;49,777779;1;0,085985615;-0,339497205;1,281662657;-0,771106107;-1,0160689;-0,89420056;192;2;2;4,5255127;female;1
701;19;3;0,91743118;0,97087377;1,0582525;50;25;10;50;50;28,570107;1;-0,309122728;1,573621115;0,167139224;-0,813718459;-1,6166531;-0,72112983;188;1;1;4,5999999;female;1
702;44;7;0,97087377;0,63291138;0,65189874;50;50;10;20;50;40,698414;0;-1,242305521;1,317166817;1,171799956;-0,938306185;-0,55429482;-2,1538517;204;1;3;4,0999999;male;1
703;6;2;0,86206895;0,7352941;0,85294122;50;50;30;80;40;47,021164;0;0,411129497;0,238554342;0,933291892;-0,540151294;0,95350051;1,626626;197;2;2;4,4000001;female;1
705;29;5;0,97087377;0,77519381;0,79844964;0,25;50;50;100;100;50;0;1,516033351;1,144273895;-0,5095562;1,15776918;-0,34024489;-1,2724475;238;5;3;4,3000002;female;0
706;50;9;0,75757575;0,69930071;0,92307693;25;25;50;100;100;50;1;1,6455871;-0,935351218;-0,583877306;1,182340785;-0,50039339;-1,045007;215;5;1;4,5999999;male;0
707;17;3;0,89285713;0,84033614;0,94117647;50;25;5;100;50;50;1;1,245611954;0,784876778;0,332785204;-1,249356132;0,15009119;-0,85236794;194;2;2;4,8000002;female;0
709;19;3;0,89285713;0,91743118;1,0275229;25;25;5;30;40;25,116402;0;-0,965743125;1,395294733;-0,988091535;-1,254977193;-0,95049816;0,049893964;186;4;3;4,8000002;female;1
710;17;3;0,66666669;0,66666669;1;50;5;20;100;50;33,333336;0;0,9901182;-0,967888144;-0,274800898;-0,493666331;-0,43148804;-0,32167414;193;3;2;4,1999998;female;0
711;27;5;0,81967211;0,77519381;0,94573647;50;25;22;50;50;50;1;0,104989867;0,090965423;0,119456313;-0,485019281;-0,78501475;-1,1088684;221;1;1;4,5255127;male;0
712;20;3;0,63291138;0,56497175;0,89265537;50;5;15;50;40;50,757938;1;0,162433268;-0,779699127;-0,910130096;-0,789593722;0,01361544;-0,17590602;179;3;5;4,8000002;female;0
714;1;1;0,97087377;0,97087377;1;50;50;55;50;50;48,687832;0;-0,270529247;1,460060002;0,923410868;1,278639355;0,45805174;0,031145573;207;1;3;4,3000002;male;0
715;23;4;0,55248618;0,49504951;0,89603961;50;50;5;10;20;33,333336;0;-1,379743169;-0,743113723;1,267299044;-1,654087435;-0,43615636;-0,044316702;205;3;2;3,9000001;female;0
716;34;6;0,97087377;0,97087377;1;50;50;5;20;100;66,666672;1;-0,041833756;1,682937539;1,119020184;-1,35942187;0,35469434;0,98824584;231;1;3;4,5;male;1
717;47;8;0,97087377;0,97087377;1;0;0;51;60;60;35,485451;0;0,660497511;1,31312386;-1,862428177;0,392064032;0,97895074;0,62827867;218;5;1;4,8000002;male;0
718;51;9;0,5780347;0,81967211;1,4180328;20;0;50;60;40;35,482807;1;0,030652963;-0,405619617;-1,042643578;0,248996785;-0,70110679;-0,46310636;206;4;3;4,1999998;female;0
719;43;7;0,51813471;0,33333334;0,64333332;25;25;21;50;40;42,046295;1;0,369863703;-1,53134693;-0,518646763;-0,247623185;-0,035507534;-1,2115152;209;3;2;3,4000001;male;0
720;42;7;0,62111801;0,80000001;1,288;50;25;31;60;20;16,666668;1;-1,675849539;-0,051261224;-0,001443424;0,096904282;0,070961684;-0,72804362;198;4;1;4,0999999;female;0
