;studid;classid;delta;beta;beta_0;dictator;dictator_schoolmate;risk;publicgood;trust;trust_return;mean_delta;mean_beta;mean_beta_0;mean_dictator;mean_dictator_schoolmate;mean_risk;mean_publicgood;mean_trust;mean_trust_return;sd_delta;sd_beta;sd_beta_0;sd_dictator;sd_dictator_schoolmate;sd_risk;sd_publicgood;sd_trust;sd_trust_return;delta_diff;beta_diff;beta_0_diff;dictator_diff;dictator_schoolmate_diff;risk_diff;publicgood_diff;trust_diff;trust_return_diff
831;865;53;0,81967211;1;0;50;25;28;100;70;28,374338;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;4,912812745;4,683425708;-0,138412461;-38,15392819;-25,32236875;-27,32187069;-56,36754288;-46,35471049;-38,39347584
832;866;30;0,91743118;0,97321433;0,026785672;25;40;27;60;40;31,479498;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;5,099022462;5,147419356;0,092834332;-45,86419381;-32,83896696;-31,95477711;-60,08560046;-48,29706136;-37,40669453
833;867;12;0,97087377;1;0;0;50;60;100;100;50;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;6,707775859;7,678808119;-0,073460906;-32,51607146;-23,11533859;-33,79170789;-71,67753259;-66,38936919;-34,72855917
834;868;8;0,89285713;1;0;0;0;50;100;100;43,378304;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,093233661;3,495457864;-0,082520511;-27,15517241;-11,46551724;-43,98651769;-72,97005904;-69,19399207;-29,28473366
835;869;41;0,68493152;0,88484848;0,11515152;50;50;15;50;40;34,19577;0,668788035;1,062543474;0,215549468;45,53571429;27,14285714;27,5;56,78571429;47,85714286;40,59042079;0,168221214;0,321558736;0,239952211;9,102967153;17,72810521;14,25455393;17,71647895;6,992932068;13,64279395;3,402824004;1,689204122;0,264344089;-40,04299975;-24,32247677;-26,44770471;-53,96348307;-42,13708157;-38,08391295
836;870;9;0,97087377;0,91964287;0,080357134;50;50;20;50;30;31,517197;0,849050988;0,909803199;0,146747551;39,13043478;25,13043478;36,52173913;49,83913044;53,91304348;43,917179;0,152328465;0,232572481;0,200203683;16,55927191;18,22349719;18,65687679;34,69588315;27,25954886;18,05706071;5,52450348;3,04441729;0,254629351;-36,11097836;-22,38672431;-35,44974834;-48,39803728;-52,81251169;-42,17175667
837;871;8;0,89285713;1;0;50;0;40;60;70;38,406086;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,093233661;3,495457864;-0,082520511;-24,96339666;-11,46551724;-44,69955898;-74,15720785;-70,05648411;-29,55954196
838;872;12;0,75757575;1,1785715;0,17857146;50;30;45;70;80;36,183865;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;5,041329113;9,222511534;1,810019784;-30,53525818;-23,80491744;-35,01342378;-72,51355853;-66,96863821;-35,28795828
839;873;48;0,75757575;1,1785715;0,17857146;25;25;25;80;30;42,267197;0,741336557;1,04582137;0,179777305;39,44;25,5;37,84;71,68799992;68;43,57871556;0,146295772;0,309490296;0,253583872;16,6966314;19,33800231;16,10558909;30,41722818;26,45751311;10,88081796;4,437047883;2,762283493;0,524413614;-37,94269199;-24,20720876;-36,28774383;-69,05791149;-66,86610658;-39,69415494
840;874;25;0,89285713;0,58031088;0,41968912;50;5;20;55;50;48,567463;0,669680053;1,008582913;0,11825164;43,59375;29,0625;28,9375;48,54375006;48,75;43,25155519;0,120169606;0,21584327;0,178188709;10,95326245;13,06633716;15,18538223;26,15461641;16,68332501;14,93310609;6,760294636;1,679992365;2,23705539;-39,02890001;-28,67983729;-27,62044392;-46,44087082;-45,75299551;-39,99922023
841;875;39;0,71942449;1,1393442;0,13934422;50;25;40;50;80;47,334656;0,687073776;1,050845807;0,137126504;42,85714286;36,07142857;27,85714286;68,92857143;65;45,05144529;0,145465336;0,180159866;0,122440322;15,15487808;18,41598088;17,96516776;26,3247888;25,94372608;8,989610018;4,258602685;5,273227503;1,000931754;-39,55787514;-34,71391196;-25,63061202;-67,02922096;-61,91640284;-39,78596036
842;876;34;0,89285713;0,78321677;0,21678323;50;50;50;50;40;17,021164;0,778897596;0,942151028;0,161236964;40,89473684;34,31578947;36,52631579;63,94736842;56,31578947;39,12197261;0,123246916;0,239262121;0,182584575;20,08840112;23,26192079;19,59696241;23,3082572;26,71049031;25,03778546;6,465560592;2,331316438;1,026066125;-38,40573836;-32,1663539;-33,97489997;-61,80220589;-54,81825051;-38,44215354
843;877;14;0,81967211;0,92424244;0,075757563;50;50;33;100;100;50;0,788498474;1,015682911;0,121617237;46,41176471;37,05882353;44,17647059;61,35882348;60;46,05073212;0,129776588;0,171496764;0,11814097;15,06676319;21,99494427;25,65208397;35,01887102;36,05551275;18,94722399;5,527526012;4,373587528;0,519629937;-43,09320189;-34,78557385;-42,8900254;-58,50322029;-57,22649902;-43,41182311
844;879;51;0,62111801;1,219697;0,219697;0,050000001;0,050000001;10;40;10;33,333336;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;3,202853373;5,560007081;1,526116717;-36,38902422;-15,70830912;-34,87505106;-61,57369824;-48,99708463;-31,74239573
845;880;33;0,55248618;1,3021582;0,30215824;50;25;42;50,299999;50;45,687832;0,784760173;1,012692252;0,084073071;52,5;41,96428571;36,64285714;73,59285707;64,28571429;48,17101286;0,115431101;0,135155974;0,104060705;15,53531956;21,71003338;25,36686859;25,04974947;30,81315546;22,56211637;4,001525128;8,621792741;2,819599733;-49,28152742;-40,81274442;-34,98715416;-71,584853;-62,66303075;-46,14603296
846;881;53;0,66666669;1,048951;0,04895103;40;50;24;65;50;50;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;3,856848999;4,966580122;0,20220018;-38,85647588;-23,96291932;-27,62220951;-57,63890286;-47,39622178;-35,98359129
847;882;40;0,7352941;1;0;65;40;20;40;30;48,132278;0,684179763;0,995749626;0,182197963;42,05882353;31,79411765;31,47058824;58,75882365;46,47058824;39,36764765;0,103972823;0,243323543;0,15477302;13,11711948;20,17970734;18,5644743;17,93533722;15,78811914;11,38704402;6,387803822;3,114004773;-0,182197963;-37,10346728;-29,81192835;-30,39326174;-56,52858958;-44,57042522;-35,14071413
848;883;24;0,59171599;0,85786802;0,14213198;25;5;38;25;50;25,236774;0,723560425;1,111723687;0,139370925;42,5;30,46875;29,125;49,375;42,5;31,33064746;0,177431274;0,225451091;0,208382644;13,16561177;18,8020112;15,07260208;28,45317791;15,27525232;13,89310693;2,611342024;2,693394381;0,54270114;-40,60111369;-30,202821;-26,60386929;-48,49636352;-39,22673165;-29,5141514
849;884;16;0,49504951;1,697479;0,69747901;50;25;10;50;40;50;0,735069143;1,113196055;0,146202073;41,20862069;30,43103448;28,10344828;51,58275869;45,86206897;34,28078851;0,141335054;0,193558989;0,169108278;19,66563386;18,46895278;16,22243778;17,72222309;16,80077408;13,76848806;2,767597021;7,656631739;3,978250133;-38,66611429;-29,07741144;-27,48701811;-48,76144221;-43,48122629;-30,64930772
850;885;30;0,69930071;1,0833334;0,083333373;50;25;33;65;80;19,5;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;3,705756372;5,851062063;0,511007127;-44,56172096;-33,46185435;-31,50769054;-59,82717828;-46,59412273;-38,14323146
851;886;36;0,81967211;1;0;100;50;60;50;80;47,067459;0,713287279;1,059407385;0,105701709;44,00333333;30,66666667;34,93333333;61,83999987;71,33333333;46,44276973;0,153756512;0,185151093;0,16152815;21,6392539;20,16597795;14,82982837;26,06828393;25,31703737;9,396605655;4,617687643;4,341586925;-0,105701709;-39,38210192;-28,18724315;-30,88743351;-59,9219603;-68,17340594;-41,4337845
852;887;16;0,49504951;1,0466322;0,046632171;40;40;49;50;50;12,376985;0,735069143;1,113196055;0,146202073;41,20862069;30,43103448;28,10344828;51,58275869;45,86206897;34,28078851;0,141335054;0,193558989;0,169108278;19,66563386;18,46895278;16,22243778;17,72222309;16,80077408;13,76848806;2,767597021;4,294107457;0,129551259;-39,17461557;-28,26523762;-25,08294047;-48,76144221;-42,88601562;-33,38185285
853;888;13;0,48543689;1,8899083;0,88990831;75;75;25;100;100;36,521759;0,836248584;1,087574583;0,108947332;34,65000008;19,91153846;41,19230769;81,19615377;70,76923077;35,1147809;0,15865492;0,228730261;0,218973309;23,36452012;22,28000138;15,77090798;24,99408704;33,57654859;21,79900095;2,223454129;7,175032627;3,955056234;-31,44000477;-16,54529091;-39,60711044;-77,19520747;-67,79096158;-33,43939407
854;889;44;0,75757575;0,92307693;0,076923072;50;50;25;50;50;66,666672;0,717848677;0,92083203;0,13196502;43,86363636;31,13636364;32,40909091;54,11818173;54,09090909;45,38922059;0,105536252;0,160694621;0,118931669;11,53997382;19,6960123;16,28221083;23,73178775;20,62340116;15,85496732;6,460497485;4,82346063;0,514818738;-39,5308709;-28,59777871;-30,87367288;-52,01130295;-51,66647873;-41,18443917
855;890;36;0,97087377;1;0;50;50;50;80;100;50;0,713287279;1,059407385;0,105701709;44,00333333;30,66666667;34,93333333;61,83999987;71,33333333;46,44276973;0,153756512;0,185151093;0,16152815;21,6392539;20,16597795;14,82982837;26,06828393;25,31703737;9,396605655;5,601071422;4,341586925;-0,105701709;-41,69271762;-28,18724315;-31,56175015;-58,77113656;-67,38342409;-41,12169936
856;891;47;0,66666669;0,76142132;0,23857868;50;50;72;50;90;50;0,759407456;1,018163712;0,158410332;34,77272727;21,36363636;39,81818182;51,68181818;51,81818182;33,73744045;0,168414886;0,233704742;0,169336226;19,05363812;18,22033258;23,08707402;28,28997191;23,22485607;9,149020689;3,199070945;2,239884509;1,250494815;-32,14855651;-18,61944935;-36,69955362;-49,91440745;-47,94302325;-28,27237466
857;892;47;0,56497175;0,97790056;0,022099435;50;50;50;50;50;48,291004;0,759407456;1,018163712;0,158410332;34,77272727;21,36363636;39,81818182;51,68181818;51,81818182;33,73744045;0,168414886;0,233704742;0,169336226;19,05363812;18,22033258;23,08707402;28,28997191;23,22485607;9,149020689;2,595235131;3,166178249;-0,027904087;-32,14855651;-18,61944935;-37,65246779;-49,91440745;-49,66531595;-28,45917017
858;893;22;0,59171599;1,5089285;0,50892854;50;25;13;30;40;30,951721;0,688527086;1,082140228;0,21843444;43,33333333;29,16666667;23;59,40000014;50;35,53204276;0,134223006;0,264612503;0,164331557;10,73351449;13,99404635;16,4195006;24,31845002;20,73644135;9,947404698;3,719927237;4,620267955;2,878527263;-38,67502686;-27,38019266;-22,2082585;-58,16636889;-48,07102871;-32,42050544
859;894;38;0,69930071;0,47666666;0,52333331;35;25;67;100;60;45,922619;0,716038035;0,988618101;0,178168805;42,64411747;23,97058824;37,11764706;70,70588235;59,41176471;40,77853376;0,150628434;0,242044879;0,158098819;19,60572153;13,4935987;16,9811747;23,10509875;24,10150105;20,76577317;3,926516449;0,980713624;3,131997035;-40,85892431;-22,11785787;-33,17210141;-66,37783333;-56,9222932;-38,56707655
860;895;7;0,94339621;1;0;50;50;42;50;50;31,402117;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;4,027545772;1,882943564;-0,205489198;-22,31598589;-14,7820157;-44,2202066;-67,62983265;-59,71093415;-33,66955543
861;896;14;0,89285713;1;0;75;75;50;100;100;51,666664;0,788498474;1,015682911;0,121617237;46,41176471;37,05882353;44,17647059;61,35882348;60;46,05073212;0,129776588;0,171496764;0,11814097;15,06676319;21,99494427;25,65208397;35,01887102;36,05551275;18,94722399;6,091456848;4,815330907;-0,121617237;-41,43392049;-33,64894901;-42,22731121;-58,50322029;-57,22649902;-43,32385962
862;897;5;0,55248618;0,95767194;0,04232806;25;15;15;34,599998;40;11,785053;0,70863588;1,004748103;0,089457733;36,28333338;25,28333338;43;61,40952371;58,0952381;39,50544905;0,1582697;0,134855003;0,09902891;18,63822235;20,23804174;22,64729564;30,84512782;25,0237982;20,44483656;2,782153454;6,09674547;0,337973611;-34,94200375;-24,54215495;-42,33766926;-60,28779071;-56,49675973;-38,92901729
863;898;25;0,66666669;1;0;50;25;40;30;50;27,560848;0,669680053;1,008582913;0,11825164;43,59375;29,0625;28,9375;48,54375006;48,75;43,25155519;0,120169606;0,21584327;0,178188709;10,95326245;13,06633716;15,18538223;26,15461641;16,68332501;14,93310609;4,878034656;3,624408421;-0,11825164;-39,02890001;-27,14918644;-26,30338784;-47,39672502;-45,75299551;-41,4059346
864;899;12;0,81967211;1,0892857;0,089285731;0;0;50;60;50;24,411375;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;5,526473218;8,450659394;0,868279449;-32,51607146;-24,83928571;-34,60618515;-72,79223384;-67,83754174;-35,7646126
865;900;8;0,89285713;1,0275229;0,027522922;50;0;30;100;100;21,12434;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,093233661;3,6206171;0,048533409;-24,96339666;-11,46551724;-45,41260027;-72,97005904;-69,19399207;-30,51468258
866;901;14;0,81967211;0,87769789;0,12230211;50;25;20;100;100;100;0,788498474;1,015682911;0,121617237;46,41176471;37,05882353;44,17647059;61,35882348;60;46,05073212;0,129776588;0,171496764;0,11814097;15,06676319;21,99494427;25,65208397;35,01887102;36,05551275;18,94722399;5,527526012;4,102185614;0,913604586;-43,09320189;-35,92219869;-43,39680684;-58,50322029;-57,22649902;-40,77291411
867;902;20;0,62111801;1,1258742;0,12587416;50;50;3;100;70;49,333336;0,666232606;1,087778422;0,113895856;48,07692308;34,30769231;23,38461538;61,91923085;51,15384615;39,65572973;0,130592327;0,138786627;0,117404552;16,6779449;17,27314501;14,36684217;25,4952862;22,50811819;15,84157751;4,089927438;7,024488771;0,958244511;-45,07895179;-31,41302547;-23,17580123;-57,99693716;-48,04385715;-36,54156159
868;903;45;0,89285713;1,0873786;0,087378621;50;50;15;50;50;50;0,72143202;1,014911681;0,164801837;42,51785714;36,44642857;34,78571429;70;57,14285714;40,42531264;0,176504824;0,23375564;0,160100953;26,62605438;23,94428199;24,16029346;25,94372608;18,98524586;15,18050302;4,337110345;3,636863146;0,380970185;-40,63999724;-34,35824735;-34,1648609;-68,07275178;-54,5092331;-37,13161414
869;904;43;0,80000001;1,2135922;0,21359217;50;45;16;50;50;43,720901;0,641145409;1,035443084;0,149479361;35,76470588;29,41470588;21,94117647;51,17647059;42,94117647;33,37986406;0,136985659;0,229180844;0,173545371;17,29827272;17,83812424;9,826434935;14,09004655;11,04802351;11,82750631;5,198882065;4,259904378;1,081277581;-32,87424388;-26,89201911;-20,31291555;-47,62786627;-38,41548009;-29,68331976
870;905;21;0,63291138;0,81865287;0,18134713;49,950001;49,950001;21;73,5;40;40;0,702187606;1,079747691;0,109235355;43,681579;27,76052637;28,94736842;58,86842105;47,36842105;35,23713537;0,15620482;0,168528073;0,150064825;9,216458904;15,91463851;16,30430647;25,47648268;11,47078669;14,22066757;3,349616826;3,777916993;1,099223258;-38,26192688;-24,62190648;-27,65936515;-55,98340741;-43,8813019;-32,4243279
871;906;31;0,89285713;0,58031088;0,41968912;50;50;50;50;70;50;0,832435821;0,972985093;0,198014343;37;30;44,2;59;55;41,3137578;0,157351888;0,312617196;0,23446554;14,94434118;17,79513042;19,41820452;32,04163958;20,68278941;15,1631674;4,841834374;0,883313561;1,591967757;-33,65425197;-27,19024257;-41,62509664;-57,43953054;-51,61554355;-38,01629371
872;907;51;0,77519381;0,81645566;0,18354434;25;0;50;100;50;0;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;4,185221998;3,382229912;1,253868412;-35,07044521;-15,71111111;-33,2641442;-59,76757895;-47,20764537;-33,78130611
873;908;50;0,84033614;1,0625;0,0625;25;10;33;50;50;44,619049;0,809336776;0,998315501;0,056021008;34,02777778;26,66666667;33;59,07777789;62,22222222;41,234789;0,101160965;0,082310795;0,058780165;13,53478332;23,02492256;16,58135026;33,90839834;23,40325657;15,92001863;7,497584139;11,91007645;1,007262833;-32,18068504;-26,23235467;-31,00981226;-57,60321694;-60,08576742;-38,4320882
874;909;16;0,89285713;1,0873786;0,087378621;50;40;40;40;50;47,949734;0,735069143;1,113196055;0,146202073;41,20862069;30,43103448;28,10344828;51,58275869;45,86206897;34,28078851;0,141335054;0,193558989;0,169108278;19,66563386;18,46895278;16,22243778;17,72222309;16,80077408;13,76848806;5,582239319;4,504618993;0,370500138;-38,66611429;-28,26523762;-25,63772762;-49,32570551;-42,88601562;-30,79821775
875;910;43;0,33333334;1;0;50;50;30;50;50;16,666668;0,641145409;1,035443084;0,149479361;35,76470588;29,41470588;21,94117647;51,17647059;42,94117647;33,37986406;0,136985659;0,229180844;0,173545371;17,29827272;17,83812424;9,826434935;14,09004655;11,04802351;11,82750631;1,79219939;3,327923344;-0,149479361;-32,87424388;-26,61172058;-18,88818724;-47,62786627;-38,41548009;-31,97071934
876;911;7;0,97087377;0,34333333;0,65666664;0;0;50;100;100;30,628309;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;4,167038084;0,005374542;2,129156501;-24,47321429;-16,97321429;-43,82677656;-66,29180822;-58,35043974;-33,70796629
877;912;19;0,75757575;1,0232558;0,023255825;50;25;12;60;40;36,944447;0,674718868;1,131203173;0,131203186;42,04545455;29,54545455;22,90909091;50,36363636;48,63636364;36,82909468;0,172940174;0,192959525;0,192959536;11,30308543;11,9432279;12,11417545;22,76912164;14,895015;11,96428165;3,705846575;4,171752466;-0,010681415;-37,62188363;-27,45221809;-21,91851585;-47,7284886;-45,95090142;-33,74119956
878;913;53;0,69930071;1,2767857;0,27678573;50;0;60;80;50;50;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;4,082072014;6,284477633;1,78752696;-38,15392819;-26,68181818;-24,91916014;-57,0940343;-47,39622178;-35,98359129
879;914;46;0,5780347;0,8564356;0,1435644;50;50;27;60;80;36,679893;0,709444182;1,042657502;0,120738075;27,66666667;26,24242424;34,12121212;55,01515152;50,90909091;34,12513064;0,17942831;0,198034206;0,161433699;19,0573422;19,63499794;17,31826632;27,59712532;26,14426758;14,92949974;2,512091479;3,282027701;0,768570669;-25,04300595;-23,69595084;-32,56216461;-52,84101202;-47,84914671;-31,66825709
880;915;34;0,89285713;1;0;92;92;5;100;70;85,89418;0,778897596;0,942151028;0,161236964;40,89473684;34,31578947;36,52631579;63,94736842;56,31578947;39,12197261;0,123246916;0,239262121;0,182584575;20,08840112;23,26192079;19,59696241;23,3082572;26,71049031;25,03778546;6,465560592;3,23736554;-0,161236964;-36,31497963;-30,36082802;-36,27117421;-59,65704336;-53,69509629;-35,69139045
881;916;53;0,75757575;1,056;0,055999994;50;25;30;50;50;38,214947;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;4,484255999;5,007354682;0,251248509;-38,15392819;-25,32236875;-27,17170128;-58,18377142;-47,39622178;-37,29687442
882;917;30;0,52910054;0,93564355;0,064356446;0;100;38;62;70;45,925926;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;2,618635782;4,907348264;0,370671897;-47,16666667;-30,34741739;-31,1351184;-59,98223159;-47,01985739;-36,51848304
883;918;50;0,94339621;1,0291263;0,029126287;50;45;53;63,400002;80;45,281086;0,809336776;0,998315501;0,056021008;34,02777778;26,66666667;33;59,07777789;62,22222222;41,234789;0,101160965;0,082310795;0,058780165;13,53478332;23,02492256;16,58135026;33,90839834;23,40325657;15,92001863;8,516357235;11,50461687;0,439491157;-30,3335923;-24,7122627;-29,80363787;-57,20803455;-58,80389453;-38,39050301
884;919;6;0,97087377;0,97169811;0,028301895;38,450001;0;50;100;100;23,203703;0,78204045;0,971589995;0,134218011;36,53095248;25,23809524;34,52380952;55,95238095;58,0952381;31,9780743;0,143179648;0,195227615;0,141584288;17,43007087;20,71992944;16,63916779;34,04478843;31,72050561;17,09632994;5,998768034;4,005667503;0,06567631;-34,32499466;-25,23809524;-31,51885155;-53,01507382;-54,94270323;-30,62084131
885;920;25;0,64935064;1;0;50;25;44;55;40;33,186508;0,669680053;1,008582913;0,11825164;43,59375;29,0625;28,9375;48,54375006;48,75;43,25155519;0,120169606;0,21584327;0,178188709;10,95326245;13,06633716;15,18538223;26,15461641;16,68332501;14,93310609;4,733937903;3,624408421;-0,11825164;-39,02890001;-27,14918644;-26,03997662;-46,44087082;-46,35239641;-41,02921057
886;921;45;0,5780347;1,4180328;0,41803277;50;25;40;50;40;21,588625;0,72143202;1,014911681;0,164801837;42,51785714;36,44642857;34,78571429;70;57,14285714;40,42531264;0,176504824;0,23375564;0,160100953;26,62605438;23,94428199;24,16029346;25,94372608;18,98524586;15,18050302;2,553462607;5,051392441;2,446255507;-40,63999724;-35,40233796;-33,13010526;-68,07275178;-55,03595791;-39,00318421
887;922;21;0,91743118;0,97321433;0,026785672;40;25;20;40;50;49,113758;0,702187606;1,079747691;0,109235355;43,681579;27,76052637;28,94736842;58,86842105;47,36842105;35,23713537;0,15620482;0,168528073;0,150064825;9,216458904;15,91463851;16,30430647;25,47648268;11,47078669;14,22066757;5,171070228;4,695042888;0,069258653;-39,34151733;-26,18964557;-27,72069864;-57,2983456;-43,00952211;-31,78344673
888;923;51;0,63291138;1,1969697;0,19696975;50;45;17;0;50;33,333336;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;3,27804647;5,437264222;1,354968722;-33,74922376;-13,18931817;-34,59314236;-62,77777778;-47,20764537;-31,74239573
889;924;40;0,69930071;0,82658958;0,17341042;50;50;25;60;60;48,502644;0,684179763;0,995749626;0,182197963;42,05882353;31,79411765;31,47058824;58,75882365;46,47058824;39,36764765;0,103972823;0,243323543;0,15477302;13,11711948;20,17970734;18,5644743;17,93533722;15,78811914;11,38704402;6,041623072;2,401330536;0,938219663;-38,24701103;-29,31638102;-30,12393012;-55,41347255;-42,67026221;-35,10818892
890;925;27;0,75757575;1;0;47,5;25;78;80;90;40,279896;0,775647526;1,021077385;0,033220274;45,44117647;28,52941176;26,29411765;60,61764706;57,64705882;36,58583947;0,17914164;0,061988536;0,056053893;13,17654445;16,93412844;21,02904154;23,57668963;26,34611256;13,60053623;3,453272942;15,11093785;-0,033220274;-41,83628596;-27,05310313;-22,58496144;-57,22446501;-54,23099508;-33,62419919
891;926;2;0,69930071;1;0;50;22,5;25;50;80;49,444443;0,669392579;1,105347029;0,133249641;40;23,26923077;28,23076923;58,38461538;44,61538462;45,53976423;0,125369443;0,184504678;0,163797808;11,94605932;17,95203724;11,63438758;26,37403541;22,58885589;11,67955613;4,908527307;4,314569752;-0,133249641;-35,81451936;-22,01589112;-26,08196683;-56,48881145;-41,07381525;-41,30634624
892;927;43;0,69930071;1;0;50;50;10;50;30;49,57275;0,641145409;1,035443084;0,149479361;35,76470588;29,41470588;21,94117647;51,17647059;42,94117647;33,37986406;0,136985659;0,229180844;0,173545371;17,29827272;17,83812424;9,826434935;14,09004655;11,04802351;11,82750631;4,463773726;3,327923344;-0,149479361;-32,87424388;-26,61172058;-20,92351339;-47,62786627;-40,22575864;-29,18855367
893;929;35;0,84033614;1,0625;0,0625;15;0;38;30;10;2,1891534;0,844600519;0,961112914;0,158286562;39,03846154;20,76923077;34,92307692;45,73076923;51,53846154;38,77420727;0,100037259;0,222253602;0,154571547;13,28918975;14,59111514;13,78683876;19,57742682;18,18706218;17,2658214;7,555631054;3,819462024;0,246056935;-37,90972455;-20,76923077;-32,16682506;-44,19839216;-50,98862012;-38,64741612
894;931;12;0,7352941;0,71957672;0,28042328;32,5;25;32;50;40;39,037037;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;4,867247876;5,254622989;2,884300838;-31,22854283;-23,97731215;-36,07224421;-73,07090915;-68,12717625;-35,17243669
895;932;8;0,97087377;1;0;0;0;20;100;50;45,24868;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,700345936;3,495457864;-0,082520511;-27,15517241;-11,46551724;-46,12564156;-72,97005904;-70,63147879;-29,1813603
896;933;34;0,69930071;1,1721312;0,17213118;50;25;25;80;50;41,6045;0,778897596;0,942151028;0,161236964;40,89473684;34,31578947;36,52631579;63,94736842;56,31578947;39,12197261;0,123246916;0,239262121;0,182584575;20,08840112;23,26192079;19,59696241;23,3082572;26,71049031;25,03778546;4,89508381;3,956790742;0,781510691;-38,40573836;-33,24107169;-35,25060788;-60,51510837;-54,44386577;-37,46030408
897;934;39;0,51813471;1,1156069;0,1156069;45;45;40;60;100;50;0,687073776;1,050845807;0,137126504;42,85714286;36,07142857;27,85714286;68,92857143;65;45,05144529;0,145465336;0,180159866;0,122440322;15,15487808;18,41598088;17,96516776;26,3247888;25,94372608;8,989610018;2,874838105;5,141470633;0,807063267;-39,88780191;-33,62789867;-25,63061202;-66,64935086;-61,14550355;-39,48946875
