;studid;classid;delta;beta;beta_0;dictator;dictator_schoolmate;risk;publicgood;trust;trust_return;mean_delta;mean_beta;mean_beta_0;mean_dictator;mean_dictator_schoolmate;mean_risk;mean_publicgood;mean_trust;mean_trust_return;sd_delta;sd_beta;sd_beta_0;sd_dictator;sd_dictator_schoolmate;sd_risk;sd_publicgood;sd_trust;sd_trust_return;delta_diff;beta_diff;beta_0_diff;dictator_diff;dictator_schoolmate_diff;risk_diff;publicgood_diff;trust_diff;trust_return_diff
271;284;28;0,62111801;0,93063587;0,06936413;25;37,5;20;20;80;35,939156;0,651898814;1,109356614;0,216740921;41,875;26,5625;36,25;60,65625;54,375;34,87673731;0,138909337;0,301625157;0,231571713;15,90335394;17,17253136;16,5186763;22,83032979;19,31105038;9,299884109;3,819492539;1,976048722;0,082795361;-40,30300455;-24,37878001;-35,03924923;-59,78022236;-50,23229422;-31,01226378
272;285;4;0,94339621;1;0;50;0;25;50;50;33,181217;0,726061549;1,019411774;0,122299168;40,55357143;22,14285714;29,78571429;49,07142857;58,57142857;41,28609307;0,162818654;0,194176966;0,148333623;20,48831247;32,26776706;17,83332477;22,81519158;26,56114654;9,640621122;5,068091571;4,130529637;-0,122299168;-38,1131557;-22,14285714;-28,38384445;-46,87990632;-56,68897971;-37,84427988
273;286;30;0,63291138;0,98136646;0,018633544;50;25;15;65;30;43,939816;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;3,281707398;5,199510123;0,032548979;-44,56172096;-33,46185435;-32,84895025;-59,82717828;-48,72279602;-36,64059529
274;287;19;0,97087377;1;0;50;50;27;1;50;46,382275;0,674718868;1,131203173;0,131203186;42,04545455;29,54545455;22,90909091;50,36363636;48,63636364;36,82909468;0,172940174;0,192959525;0,192959536;11,30308543;11,9432279;12,11417545;22,76912164;14,895015;11,96428165;4,939209622;4,051230817;-0,131203186;-37,62188363;-25,35898164;-20,68029704;-50,31971723;-45,27953587;-32,9523659
275;288;20;0,75757575;1;0;25;25;30;80;30;13,247355;0,666232606;1,087778422;0,113895856;48,07692308;34,30769231;23,38461538;61,91923085;51,15384615;39,65572973;0,130592327;0,138786627;0,117404552;16,6779449;17,27314501;14,36684217;25,4952862;22,50811819;15,84157751;5,134841351;6,117526747;-0,113895856;-46,57793743;-32,86035889;-21,29647384;-58,7813959;-49,82099373;-38,8194901
276;289;34;0,89285713;1,0873786;0,087378621;50;50;75;100;50;29,517197;0,778897596;0,942151028;0,161236964;40,89473684;34,31578947;36,52631579;63,94736842;56,31578947;39,12197261;0,123246916;0,239262121;0,182584575;20,08840112;23,26192079;19,59696241;23,3082572;26,71049031;25,03778546;6,465560592;3,602565846;0,317328221;-38,40573836;-32,1663539;-32,69919205;-59,65704336;-54,44386577;-37,94306655
277;290;3;0,66666669;0,82872927;0,17127073;50;25;37;80;100;100;0,757757626;0,965606027;0,083024058;40,41666667;23,27777778;32,44444444;52,38888889;45,55555556;45,19341672;0,133750728;0,121802566;0,093754636;17,02614771;14,11634662;18,73098164;19,10694019;21,48110585;16,92366859;4,226639112;5,83826762;1,743773395;-37,48000707;-21,50678131;-30,4691075;-48,20192859;-40,90030174;-39,2845324
278;291;13;0,81967211;1;0;50;25;49;100;100;29,517197;0,836248584;1,087574583;0,108947332;34,65000008;19,91153846;41,19230769;81,19615377;70,76923077;35,1147809;0,15865492;0,228730261;0,218973309;23,36452012;22,28000138;15,77090798;24,99408704;33,57654859;21,79900095;4,330134585;3,284387385;-0,108947332;-32,5100032;-18,78945595;-38,08532108;-77,19520747;-67,79096158;-33,76071898
279;292;42;0,49504951;1;0;50;50;14;50;70;46,867725;0,71243093;1,029523273;0,186367329;46,35416667;32,5;29,45833333;62,91666667;55;44,43954029;0,154966371;0,289082902;0,219625914;7,835925026;17,56973683;16,75392016;20,04975695;19,56038588;15,00966014;2,482129976;2,429692032;-0,186367329;-39,97329908;-29,65419756;-28,62270801;-60,42287085;-51,42133849;-41,31703621
280;293;47;0,63291138;0,9575758;0,042424202;30;20;50;45;60;32,850533;0,759407456;1,018163712;0,158410332;34,77272727;21,36363636;39,81818182;51,68181818;51,81818182;33,73744045;0,168414886;0,233704742;0,169336226;19,05363812;18,22033258;23,08707402;28,28997191;23,22485607;9,149020689;2,998641454;3,079210566;0,092122015;-33,19822482;-20,26596156;-37,65246779;-50,09114852;-49,23474277;-30,14683397
281;294;51;0,55248618;1,2657343;0,26573431;25;25;80;70;80;38,974869;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;2,765265143;5,808639776;1,87280157;-35,07044521;-14,31011503;-32,05596406;-60,6706386;-45,86556592;-31,39731835
282;295;10;0,75757575;1,2110091;0,21100914;50;50;30;50;50;33,333336;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;4,932261879;5,025452825;1,265916964;-35,49627875;-29,85707348;-39,6718693;-66,49357736;-63,63624196;-29,07915383
283;296;20;0,89285713;1,0275229;0,027522922;50;50;48;100;100;19,181217;0,666232606;1,087778422;0,113895856;48,07692308;34,30769231;23,38461538;61,91923085;51,15384615;39,65572973;0,130592327;0,138786627;0,117404552;16,6779449;17,27314501;14,36684217;25,4952862;22,50811819;15,84157751;6,170747385;6,315837641;0,120532208;-45,07895179;-31,41302547;-20,04358891;-57,99693716;-46,71100472;-38,4449149
284;297;12;0,97087377;1;0;25;10;42;50;40;29,517197;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;6,707775859;7,678808119;-0,073460906;-31,52566482;-24,49449629;-35,25776695;-73,07090915;-68,12717625;-35,55788385
285;298;8;0,89285713;1;0;37,5;37,5;49;45;60;30,628309;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;6,093233661;3,495457864;-0,082520511;-25,5113406;-9,566540978;-44,05782182;-74,60238865;-70,34398145;-29,98941003
286;299;45;0,69930071;0,88819873;0,11180127;50;50;41;80;70;68,328041;0,72143202;1,014911681;0,164801837;42,51785714;36,44642857;34,78571429;70;57,14285714;40,42531264;0,176504824;0,23375564;0,160100953;26,62605438;23,94428199;24,16029346;25,94372608;18,98524586;15,18050302;3,240503376;2,784777308;0,533515491;-40,63999724;-34,35824735;-33,08871503;-66,91640284;-53,45578348;-35,92427332
287;300;6;0,5780347;1;0;50;35;25;50;80;29,517197;0,78204045;0,971589995;0,134218011;36,53095248;25,23809524;34,52380952;55,95238095;58,0952381;31,9780743;0,143179648;0,195227615;0,141584288;17,43007087;20,71992944;16,63916779;34,04478843;31,72050561;17,09632994;3,255088494;4,150636184;-0,134218011;-33,66234681;-23,5489003;-33,02133053;-54,48372738;-55,5732102;-30,25155188
288;301;19;0,81967211;1,0892857;0,089285731;50;0;27;80;90;50;0,674718868;1,131203173;0,131203186;42,04545455;29,54545455;22,90909091;50,36363636;48,63636364;36,82909468;0,172940174;0,192959525;0,192959536;11,30308543;11,9432279;12,11417545;22,76912164;14,895015;11,96428165;4,064909241;4,513948064;0,331514194;-37,62188363;-29,54545455;-20,68029704;-46,85010601;-42,59407365;-32,64998879
289;302;16;0,75757575;1;0;50;50;30;50;50;27,791006;0,735069143;1,113196055;0,146202073;41,20862069;30,43103448;28,10344828;51,58275869;45,86206897;34,28078851;0,141335054;0,193558989;0,169108278;19,66563386;18,46895278;16,22243778;17,72222309;16,80077408;13,76848806;4,625071393;4,05318762;-0,146202073;-38,66611429;-27,7237884;-26,25415778;-48,76144221;-42,88601562;-32,26233842
290;303;33;0,66666669;0,74257421;0,25742579;60;50;34;60;60;39,94709;0,784760173;1,012692252;0,084073071;52,5;41,96428571;36,64285714;73,59285707;64,28571429;48,17101286;0,115431101;0,135155974;0,104060705;15,53531956;21,71003338;25,36686859;25,04974947;30,81315546;22,56211637;4,990691041;4,481509668;2,389730938;-48,63783291;-39,66120312;-35,30252616;-71,19762354;-62,33849404;-46,40047461
291;304;15;0,69930071;0,95333332;0,046666682;100;50;10;50;50;33,333336;0,742834054;1,032255225;0,138124633;43,86363636;28,63636364;33,90909091;56,12727268;56,36363636;38,79078346;0,099320233;0,180634965;0,117183704;20,29143721;19,71111713;20,11137818;23,09708664;20,59714602;11,73771425;6,298034551;4,245423558;0,26011062;-38,93544922;-26,09972405;-33,41185994;-53,9624975;-53,93611558;-35,95093447
292;305;35;0,77519381;1,1517857;0,15178573;50;25;42;35;80;42,722221;0,844600519;0,961112914;0,158286562;39,03846154;20,76923077;34,92307692;45,73076923;51,53846154;38,77420727;0,100037259;0,222253602;0,154571547;13,28918975;14,59111514;13,78683876;19,57742682;18,18706218;17,2658214;6,904450376;4,221190946;0,823690603;-35,27600491;-19,05585933;-31,87669329;-43,94299598;-47,13973022;-36,29982624
293;306;36;0,62111801;1;0;50;50;25;50;50;45,910053;0,713287279;1,059407385;0,105701709;44,00333333;30,66666667;34,93333333;61,83999987;71,33333333;46,44276973;0,153756512;0,185151093;0,16152815;21,6392539;20,16597795;14,82982837;26,06828393;25,31703737;9,396605655;3,326333558;4,341586925;-0,105701709;-41,69271762;-28,18724315;-33,24754174;-59,9219603;-69,35837871;-41,55695727
294;307;16;0,89285713;1,0873786;0,087378621;50;50;46;90;50;50;0,735069143;1,113196055;0,146202073;41,20862069;30,43103448;28,10344828;51,58275869;45,86206897;34,28078851;0,141335054;0,193558989;0,169108278;19,66563386;18,46895278;16,22243778;17,72222309;16,80077408;13,76848806;5,582239319;4,504618993;0,370500138;-38,66611429;-27,7237884;-25,26786952;-46,50438903;-42,88601562;-30,64930772
295;308;53;0,68493152;1,0503597;0,050359726;45;25;35;85;50;33,333336;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;3,982903346;4,974728671;0,212002214;-38,50520204;-25,32236875;-26,79627776;-56,91241144;-47,39622178;-37,84086327
296;309;42;0,63291138;1,2248062;0,22480619;50;25;42;50;50;49,243389;0,71243093;1,029523273;0,186367329;46,35416667;32,5;29,45833333;62,91666667;55;44,43954029;0,154966371;0,289082902;0,219625914;7,835925026;17,56973683;16,75392016;20,04975695;19,56038588;15,00966014;3,37175441;3,20734508;0,837219488;-39,97329908;-31,07709878;-26,95145735;-60,42287085;-52,44381321;-41,15876054
297;310;53;0,80000001;1,2135922;0,21359217;50;50;10;30;50;33,333336;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;4,777046153;5,918938247;1,347811486;-38,15392819;-23,96291932;-28,67339538;-58,91026284;-47,39622178;-37,84086327
298;311;11;0,7352941;1,030303;0,030303001;50;50;25;60;50;33,961643;0,732471031;1,04069003;0,154807852;45,90909091;37,18181818;34,45454545;64,31818182;49,09090909;41,75702068;0,140514985;0,21262543;0,147774867;18,49300792;20,43196926;17,4812206;24,11754225;18,23369223;9,6647384;4,500380828;3,804934513;0,050254088;-43,20536633;-34,73467276;-33,02443937;-61,83036613;-46,34873272;-38,24304632
299;312;15;0,75757575;0,71351349;0,28648651;50;50;93;70;50;50;0,742834054;1,032255225;0,138124633;43,86363636;28,63636364;33,90909091;56,12727268;56,36363636;38,79078346;0,099320233;0,180634965;0,117183704;20,29143721;19,71111713;20,11137818;23,09708664;20,59714602;11,73771425;6,884773409;2,917774559;2,306639448;-41,39954279;-26,09972405;-29,28484293;-53,09658742;-53,93611558;-34,53101031
300;313;6;0,97087377;0,91964287;0,080357134;0,25;0;50;100;20;44,582008;0,78204045;0,971589995;0,134218011;36,53095248;25,23809524;34,52380952;55,95238095;58,0952381;31,9780743;0,143179648;0,195227615;0,141584288;17,43007087;20,71992944;16,63916779;34,04478843;31,72050561;17,09632994;5,998768034;3,739028789;0,433338851;-36,51660945;-25,23809524;-31,51885155;-53,01507382;-57,46473112;-29,37037966
301;314;44;0,66666669;1,0273973;0,027397275;25;0;37;0,5;50;36,818783;0,717848677;0,92083203;0,13196502;43,86363636;31,13636364;32,40909091;54,11818173;54,09090909;45,38922059;0,105536252;0,160694621;0,118931669;11,53997382;19,6960123;16,28221083;23,73178775;20,62340116;15,85496732;5,59909623;5,472644589;0,098396457;-41,69725363;-31,13636364;-30,13667223;-54,09711294;-51,66647873;-43,06699676
302;315;20;0,80000001;1,0775862;0,077586174;50;12,5;20;50;30;33,333336;0,666232606;1,087778422;0,113895856;48,07692308;34,30769231;23,38461538;61,91923085;51,15384615;39,65572973;0,130592327;0,138786627;0,117404552;16,6779449;17,27314501;14,36684217;25,4952862;22,50811819;15,84157751;5,459701631;6,676558995;0,546948825;-45,07895179;-33,5840256;-21,99252102;-59,958084;-49,82099373;-37,55156201
303;316;1;0,7352941;1;0;50;25;2;50;50;42,62434;0,745461452;0,966396618;0,093583437;40;33,0952381;28,47619048;53,0952381;51,42857143;41,6582526;0,167640515;0,135086686;0,101184519;14,23024947;21,12322126;17,55169236;19,45997113;16,21286967;14,59391075;3,640674561;6,436257411;-0,093583437;-36,48635816;-31,91170649;-28,36224135;-50,52586121;-48,34460165;-38,73755911
304;317;13;0,97087377;1;0;50;50;50;100;100;29,517197;0,836248584;1,087574583;0,108947332;34,65000008;19,91153846;41,19230769;81,19615377;70,76923077;35,1147809;0,15865492;0,228730261;0,218973309;23,36452012;22,28000138;15,77090798;24,99408704;33,57654859;21,79900095;5,283156778;3,284387385;-0,108947332;-32,5100032;-17,66737343;-38,02191319;-77,19520747;-67,79096158;-33,76071898
305;318;26;0,97087377;1;0;50;25;1;50;50;16,666668;0,718060289;1,083481343;0,149998625;44,28571429;36,42857143;26,61904762;58,11904762;54,76190476;43,43061871;0,139188001;0,250001029;0,214926819;10,06674156;21,29512017;18,60773009;22,77164068;21,12322126;14,58246081;6,257208842;2,916502191;-0,149998625;-39,31886382;-35,25459355;-26,56530651;-55,92333407;-52,39484155;-42,2876931
306;319;13;0,97087377;1;0;50;50;49;80;100;50;0,836248584;1,087574583;0,108947332;34,65000008;19,91153846;41,19230769;81,19615377;70,76923077;35,1147809;0,15865492;0,228730261;0,218973309;23,36452012;22,28000138;15,77090798;24,99408704;33,57654859;21,79900095;5,283156778;3,284387385;-0,108947332;-32,5100032;-17,66737343;-38,08532108;-77,99539673;-67,79096158;-32,8210978
307;320;1;0,63291138;1,1969697;0,19696975;25;50;25;50;60;62,387569;0,745461452;0,966396618;0,093583437;40;33,0952381;28,47619048;53,0952381;51,42857143;41,6582526;0,167640515;0,135086686;0,101184519;14,23024947;21,12322126;17,55169236;19,45997113;16,21286967;14,59391075;3,029946778;7,894355955;1,853055757;-38,24317908;-30,72817488;-27,0518264;-50,52586121;-47,7278077;-37,38334849
308;321;53;0,77519381;1,1517857;0,15178573;10;10;50;80;70;46,904762;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;4,605846676;5,561421888;0,917747916;-40,96411897;-26,13803841;-25,67000719;-57,0940343;-46,35471049;-36,32851328
309;322;7;0,33333334;2,1582732;1,1582732;50;0;49;100;100;29,517197;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;0,930506569;5,194727119;3,912517383;-22,31598589;-16,97321429;-43,87595532;-66,29180822;-58,35043974;-33,76312049
310;323;12;0,97087377;1;0;50;0;49;100;100;5;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;6,707775859;7,678808119;-0,073460906;-30,53525818;-24,83928571;-34,68763288;-71,67753259;-66,38936919;-36,55055642
311;324;8;0,69930071;0,70792079;0,29207921;0;0;33;100;100;5;0,854829258;1,052000263;0,082520511;27,15517241;11,46551724;47,55172414;75,93793107;72,06896552;31,68219859;0,128504468;0,219903069;0,210012199;22,81255272;19,74748222;14,02443329;33,69417513;34,78292996;18,09340501;4,587010393;2,167239887;1,30825208;-27,15517241;-11,46551724;-45,19868788;-72,97005904;-69,19399207;-31,4058548
312;325;32;0,7352941;1,0880001;0,088000059;30;20;40;40;30;45,857143;0,725454709;1,033615679;0,126406307;42,66666667;30,86666667;27,66666667;64,5866666;55,33333333;44,05520313;0,145150168;0,153687024;0,087809747;10,32795559;22,95995479;15,71926328;28,75596508;24,16215065;20,55945898;4,340292798;6,045707428;0,875761016;-39,76192916;-29,99558481;-25,12201815;-63,19565086;-54,091722;-41,82473865
313;326;45;0,64935064;0,71627909;0,28372091;50;25;8;100;50;50,666664;0,72143202;1,014911681;0,164801837;42,51785714;36,44642857;34,78571429;70;57,14285714;40,42531264;0,176504824;0,23375564;0,160100953;26,62605438;23,94428199;24,16029346;25,94372608;18,98524586;15,18050302;2,957507881;2,049309962;1,607335706;-40,63999724;-35,40233796;-34,45459248;-66,14550355;-54,5092331;-37,08769834
314;327;16;0,89285713;1;0;25;0;20;55;40;4,9338622;0,735069143;1,113196055;0,146202073;41,20862069;30,43103448;28,10344828;51,58275869;45,86206897;34,28078851;0,141335054;0,193558989;0,169108278;19,66563386;18,46895278;16,22243778;17,72222309;16,80077408;13,76848806;5,582239319;4,05318762;-0,146202073;-39,93736749;-30,43103448;-26,87058795;-48,47931057;-43,48122629;-33,922444
315;328;48;0,84033614;0,68786126;0,31213874;50;40;25;80;30;41,433861;0,741336557;1,04582137;0,179777305;39,44;25,5;37,84;71,68799992;68;43,57871556;0,146295772;0,309490296;0,253583872;16,6966314;19,33800231;16,10558909;30,41722818;26,45751311;10,88081796;5,002753841;1,176740273;1,051131969;-36,44538397;-23,43153401;-36,28774383;-69,05791149;-66,86610658;-39,77074256
316;329;40;0,69930071;1;0;50;50;20;100;40;50;0,684179763;0,995749626;0,182197963;42,05882353;31,79411765;31,47058824;58,75882365;46,47058824;39,36764765;0,103972823;0,243323543;0,15477302;13,11711948;20,17970734;18,5644743;17,93533722;15,78811914;11,38704402;6,041623072;3,114004773;-0,182197963;-38,24701103;-29,31638102;-30,39326174;-53,18323849;-43,93703755;-34,97669246
317;330;22;0,66666669;1,2605041;0,26050413;50;25;11;50;40;37,347881;0,688527086;1,082140228;0,21843444;43,33333333;29,16666667;23;59,40000014;50;35,53204276;0,134223006;0,264612503;0,164331557;10,73351449;13,99404635;16,4195006;24,31845002;20,73644135;9,947404698;4,27833151;3,681444591;1,366800521;-38,67502686;-27,38019266;-22,33006489;-57,34394805;-48,07102871;-31,77750757
318;331;15;0,81967211;0,89705884;0,10294116;40;15;32;40;50;45,649471;0,742834054;1,032255225;0,138124633;43,86363636;28,63636364;33,90909091;56,12727268;56,36363636;38,79078346;0,099320233;0,180634965;0,117183704;20,29143721;19,71111713;20,11137818;23,09708664;20,59714602;11,73771425;7,509987005;3,93388653;0,740335056;-41,89236151;-27,87537176;-32,31795182;-54,39545253;-53,93611558;-34,90165564
319;332;51;0,63291138;1,1048951;0,10489511;50;35;10;20;30;33,333336;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;3,27804647;4,939998833;0,661598865;-33,74922376;-13,7497166;-34,87505106;-62,17573801;-48,102365;-31,74239573
320;333;5;0,81967211;1,0892857;0,089285731;0;0;75;0;0;0;0,70863588;1,004748103;0,089457733;36,28333338;25,28333338;43;61,40952371;58,0952381;39,50544905;0,1582697;0,134855003;0,09902891;18,63822235;20,23804174;22,64729564;30,84512782;25,0237982;20,44483656;4,470322006;7,072710444;0,81215505;-36,28333338;-25,28333338;-39,68834632;-61,40952371;-58,0952381;-39,50544905
321;334;11;0,89285713;0,80575538;0,19424462;50;25,5;80;10;50;28,961641;0,732471031;1,04069003;0,154807852;45,90909091;37,18181818;34,45454545;64,31818182;49,09090909;41,75702068;0,140514985;0,21262543;0,147774867;18,49300792;20,43196926;17,4812206;24,11754225;18,23369223;9,6647384;5,621706288;2,748863184;1,159655314;-43,20536633;-35,93377402;-29,87820597;-63,90354587;-46,34873272;-38,7603911
322;335;18;0,69930071;0,74093264;0,25906736;50;25;49;75;90;46,647488;0,702806228;1,127552887;0,2508495;31,36363636;28,29545455;39;58,13636364;56,81818182;39,14141507;0,161750473;0,488897082;0,43605381;21,33529482;21,03549104;21,02606093;24,44097936;24,37531219;10,09389869;3,620523998;0,387965752;0,343268368;-29,02010184;-27,10698692;-36,66955874;-55,06774683;-53,12592141;-34,52006018
323;336;26;0,68493152;1,1967213;0,19672132;50;25;6;50;30;40,203701;0,718060289;1,083481343;0,149998625;44,28571429;36,42857143;26,61904762;58,11904762;54,76190476;43,43061871;0,139188001;0,250001029;0,214926819;10,06674156;21,29512017;18,60773009;22,77164068;21,12322126;14,58246081;4,202848933;3,703384152;0,765295806;-39,31886382;-35,25459355;-26,29660098;-55,92333407;-53,34166683;-40,67362855
324;337;32;0,51813471;1,221519;0,22151899;50;40;50;80;80;39,763226;0,725454709;1,033615679;0,126406307;42,66666667;30,86666667;27,66666667;64,5866666;55,33333333;44,05520313;0,145150168;0,153687024;0,087809747;10,32795559;22,95995479;15,71926328;28,75596508;24,16215065;20,55945898;2,844191254;6,914478887;2,396308969;-37,82543748;-29,12450296;-24,48585602;-61,80463512;-52,02236979;-42,12114319
325;338;9;0,49504951;0,98058254;0,019417465;50;0,5;1;40;40;42,767197;0,849050988;0,909803199;0,146747551;39,13043478;25,13043478;36,52173913;49,83913044;53,91304348;43,917179;0,152328465;0,232572481;0,200203683;16,55927191;18,22349719;18,65687679;34,69588315;27,25954886;18,05706071;2,400830834;3,306441713;-0,049759;-36,11097836;-25,10299768;-36,46813959;-48,68625591;-52,44566776;-41,54873168
326;339;10;0,52910054;1,6875;0,6875;25;5;51;100;20;50;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;3,193383145;7,397237001;4,417551639;-36,73852399;-31,62993812;-38,58063935;-64,92946242;-64,68526601;-28,01449043
327;340;30;0,49504951;1;0;50;25;25;23,1;100;37,026455;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;2,401141429;5,318575372;-0,105246918;-44,56172096;-33,46185435;-32,10380597;-61,99275618;-45,74265341;-37,0656503
328;341;51;0,56497175;1;0;45;10;40;100;80;50,775135;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;2,844871624;4,373494035;-0,12831579;-34,01346805;-15,15071268;-33,66687092;-59,76757895;-45,86556592;-30,67552787
329;342;51;0,97087377;1;0;35;0,25;27;80;90;47,798943;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;5,432853704;4,373494035;-0,12831579;-34,54195663;-15,69710115;-34,19041565;-60,36961871;-45,41820611;-30,85757352
330;343;7;0,81967211;1;0;15;0;45;50;40;30,647091;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;3,399449215;1,882943564;-0,205489198;-23,82604577;-16,97321429;-44,07267033;-67,62983265;-59,98303304;-33,70703397
331;344;30;0,81967211;1,0517242;0,051724195;50;25;33;50;50;54,129631;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;4,474605354;5,649084485;0,277255833;-44,56172096;-33,46185435;-31,50769054;-60,60244483;-47,8713267;-36,01409365
332;345;7;0,97087377;1;0;50;50;50;100;100;30,072752;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;4,167038084;1,882943564;-0,205489198;-22,31598589;-14,7820157;-43,82677656;-66,29180822;-58,35043974;-33,73554343
333;346;19;0,77519381;1,2524272;0,25242722;50;25;20;60;40;45,850529;0,674718868;1,131203173;0,131203186;42,04545455;29,54545455;22,90909091;50,36363636;48,63636364;36,82909468;0,172940174;0,192959525;0,192959536;11,30308543;11,9432279;12,11417545;22,76912164;14,895015;11,96428165;3,807720301;5,359418119;1,176984142;-37,62188363;-27,45221809;-21,25813249;-47,7284886;-45,95090142;-32,99681036
334;347;29;0,49504951;1,530303;0,530303;50;50;40;80;30;45,007938;0,704589411;1,10029384;0,168907596;36,2625;27,4375;34,2;71,5;58,5;44,88493475;0,137968547;0,234137337;0,18808831;20,61640172;19,04148432;18,64798564;23,0045762;24,5539149;10,91140883;2,8835437;5,435626572;2,650528649;-33,83724652;-24,81165429;-32,0549962;-68,02243105;-57,27819891;-40,76008353
335;348;9;0,97087377;1;0;25;12,5;50;100;50;33,333336;0,849050988;0,909803199;0,146747551;39,13043478;25,13043478;36,52173913;49,83913044;53,91304348;43,917179;0,152328465;0,232572481;0,200203683;16,55927191;18,22349719;18,65687679;34,69588315;27,25954886;18,05706071;5,52450348;3,389931642;-0,146747551;-37,62070657;-24,44450717;-33,84176217;-46,95694412;-52,07882383;-42,07117889
336;349;20;0,55248618;1,4031008;0,40310085;50;25;10;60;60;49,984127;0,666232606;1,087778422;0,113895856;48,07692308;34,30769231;23,38461538;61,91923085;51,15384615;39,65572973;0,130592327;0,138786627;0,117404552;16,6779449;17,27314501;14,36684217;25,4952862;22,50811819;15,84157751;3,564384848;9,021991025;3,319538721;-45,07895179;-32,86035889;-22,6885682;-59,56585464;-48,4881413;-36,50048039
337;350;47;0,64935064;1,4128441;0,41284406;25;15;13;80;20;28,900793;0,759407456;1,018163712;0,158410332;34,77272727;21,36363636;39,81818182;51,68181818;51,81818182;33,73744045;0,168414886;0,233704742;0,169336226;19,05363812;18,22033258;23,08707402;28,28997191;23,22485607;9,149020689;3,096253134;5,02725961;2,279603497;-33,46064189;-20,54038026;-39,25509617;-48,85396101;-50,95703547;-30,57854575
